,"Barens Inc.
113 Meadow Rd, Seneca, PA 16346
4075 Arcadia Lane, Fort Mohave, AZ ",,
Preferred Client Pricing,,,
,, PriceCode , PriceCode 
StockCode,Description, P , *C (Case Qty) 
1466,60B BLUE 3.00 GPH SOLID CONE NOZZLE, $12.01 ,  
1467,"16' *13' & 3'* 3/8"" PVC CLEARBRAID HOSE FOR X-JET", $9.43 ,  
1470,"F40 GAS FLANGE XMV, SXMV 1"" HOLLOW SHAFT", $31.15 ,  
1471,"F-41 FLANGE RKV, XRCV, XRV", $31.15 ,  
1475,(50) SUTTNER ST-1500 SPRAY GUN 10.4 GPM 5000 PSI, $26.54 , $25.15 
1477,(35) SUTTNER ST-2000 TRIGGER GUN 10.4GPM 5000, $30.31 , $28.72 
1479,ST-810 FRONT ENTRY SPRAY GUN 3050 PSI, $22.68 ,  
1480,GIANT 21250B TRIGGER GUN 10GPM 5000PSI, $35.10 ,  
1481,GIANT 22648 FLOW ACTUATED UNLOADER, $139.37 ,  
1482,GIANT 22655 FLOW ACTUATED UNLOADER, $139.37 ,  
1483,RACOR COMPLETE FUEL FILTER ASSY. *140R*, $98.60 ,  
1484,RACOR R12T REPL. ELEMENT W/GASKETS, $24.68 , $23.38 
1489,PKG. XJET PROPORTIONERS *COLOR CODED*, $18.03 ,  
1492,"SINGLE ROLL TEFLON TAPE 1/2"" x 520""", $1.06 ,  
1494,K5.1E UNLOADER 3.0-4.2 GPM 1450-3000PSI, $112.87 ,  
1495,BOX OF 10 S.S. #4 MICRO HOSE CLAMPS, $6.22 ,  
1496,BOX OF 10 S.S. #6 MICRO HOSE CLAMPS, $6.25 ,  
1499,BOX OF 10 S.S. #6 HOSE CLAMPS, $8.57 ,  
1500,BOX OF 10 S.S. #8 HOSE CLAMPS, $8.61 ,  
1501,BOX OF 10  S.S. #10 HOSE CLAMPS, $8.62 ,  
1502,BOX OF 10 S.S. #12 HOSE CLAMPS, $8.41 ,  
1503,393957 AIR CLEANER 7-16 HP HORIZONTAL, $16.54 ,  
1504,271794 PRECLEANER FILTER FOR 393957, $3.99 ,  
1506,M8x24mm FLAT WASHER FOR 4542 PUCK, $0.10 ,  
1508,100-131 *394018* AIR CLEANER FOR BRIGGS VANGUARD, $24.82 ,  
1509,100-743 *272490* PRECLEANER FILTER FOR 394018, $5.04 ,  
1511,(12)120-345 STENS OIL FILTERREPLACE BRIGGS 491056, $10.63 , $10.07 
1519,"30530 KIT, SEAL W/S-SPG", $87.50 ,  
1520,"(50)WAND PIPE 12"" CHROME PLATED", $4.71 , $4.46 
1523,SUNTEC 12VDC COIL (GREEN), $22.39 ,  
1524,SUNTEC 115 VOLT COIL (GRAY), $19.56 ,  
1525,SUNTEC 220 VOLT COIL (BLACK), $19.56 ,  
1526,SUNTEC 3753895 PIGTAIL CONNECTOR 2 WIRE, $6.05 ,  
