Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled AZ Cleaning Supplies,Current Quantity AZ Cleaning Supplies,New Quantity AZ Cleaning Supplies,Stock Alert Enabled AZ Cleaning Supplies,Stock Alert Count AZ Cleaning Supplies,Price AZ Cleaning Supplies,Enabled AZCS,Current Quantity AZCS,New Quantity AZCS,Stock Alert Enabled AZCS,Stock Alert Count AZCS,Price AZCS
,GP QC 0007 RED NOZZLE,GP QC 0007 RED NOZZLE,Regular,,5299,GP QC 0007 RED NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,3.71,Barrens,5299,,,,,,,,,,,,
,GP 1/8 MPT 0002 SPRAY NOZZLE,GP 1/8 MPT 0002 SPRAY NOZZLE,Regular,,5300,GP 1/8 MPT 0002 SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,3.71,Barrens,5300,,,,,,,,,,,,
,GP 1/8 MPT 00025 SPRAY NOZZLE,GP 1/8 MPT 00025 SPRAY NOZZLE,Regular,,5301,GP 1/8 MPT 00025 SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,3.71,Barrens,5301,,,,,,,,,,,,
,GP 1/8 MPT 0003 SPRAY NOZZLE,GP 1/8 MPT 0003 SPRAY NOZZLE,Regular,,5302,GP 1/8 MPT 0003 SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,3.71,Barrens,5302,,,,,,,,,,,,
,GP 1/8 MPT 00035 SPRAY NOZZLE,GP 1/8 MPT 00035 SPRAY NOZZLE,Regular,,5303,GP 1/8 MPT 00035 SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,3.71,Barrens,5303,,,,,,,,,,,,
,GP 1/8 MPT 1502 SPRAY NOZZLE,GP 1/8 MPT 1502 SPRAY NOZZLE,Regular,,5304,GP 1/8 MPT 1502 SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,3.71,Barrens,5304,,,,,,,,,,,,
,GP 1/8 MPT 15025 SPRAY NOZZLE,GP 1/8 MPT 15025 SPRAY NOZZLE,Regular,,5305,GP 1/8 MPT 15025 SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,3.71,Barrens,5305,,,,,,,,,,,,
,GP 1/8 MPT 1503 SPRAY NOZZLE,GP 1/8 MPT 1503 SPRAY NOZZLE,Regular,,5306,GP 1/8 MPT 1503 SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,3.71,Barrens,5306,,,,,,,,,,,,
,GP 1/8 MPT 15035 SPRAY NOZZLE,GP 1/8 MPT 15035 SPRAY NOZZLE,Regular,,5307,GP 1/8 MPT 15035 SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,3.71,Barrens,5307,,,,,,,,,,,,
,KIT 2629 CERAMIC PISTONS 18mm,KIT 2629 CERAMIC PISTONS 18mm,Regular,,5308,KIT 2629 CERAMIC PISTONS 18mm,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,105.83,Barrens,5308,,,,,,,,,,,,
,QC 4006 WHITE NOZZLE,QC 4006 WHITE NOZZLE,Regular,,5309,QC 4006 WHITE NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,3.34,Barrens,5309,,,,,,,,,,,,
,AA60-3/8 GUNJET (LESS RETAINER),AA60-3/8 GUNJET (LESS RETAINER),Regular,,5312,AA60-3/8 GUNJET (LESS RETAINER),Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,69.11,Barrens,5312,,,,,,,,,,,,
,S.S. SEWER NOZZLE 3/8 FPT #12.0 (1.2mm orifices),S.S. SEWER NOZZLE 3/8 FPT #12.0 (1.2mm orifices),Regular,,5313,S.S. SEWER NOZZLE 3/8 FPT #12.0 (1.2mm orifices),Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,9.60,Barrens,5313,,,,,,,,,,,,
,S.S. SEWER NOZZLE 3/8 FPT #14.0 (1.3mm orifices),S.S. SEWER NOZZLE 3/8 FPT #14.0 (1.3mm orifices),Regular,,5314,S.S. SEWER NOZZLE 3/8 FPT #14.0 (1.3mm orifices),Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,16.90,Barrens,5314,,,,,,,,,,,,
,S.S. SEWER NOZZLE 1/4 FPT #12.0 (1.2mm orifices),S.S. SEWER NOZZLE 1/4 FPT #12.0 (1.2mm orifices),Regular,,5315,S.S. SEWER NOZZLE 1/4 FPT #12.0 (1.2mm orifices),Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,8.10,Barrens,5315,,,,,,,,,,,,
,AA30-1/4 GUNJET (BRASS),AA30-1/4 GUNJET (BRASS),Regular,,5316,AA30-1/4 GUNJET (BRASS),Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,54.82,Barrens,5316,,,,,,,,,,,,
,4676- 1/4 UNIJET BRASS ADAPTER,4676- 1/4 UNIJET BRASS ADAPTER,Regular,,5317,4676- 1/4 UNIJET BRASS ADAPTER,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,2.33,Barrens,5317,,,,,,,,,,,,
,1780070 CERAMIC PISTON 15mmx8mmx35mm,1780070 CERAMIC PISTON 15mmx8mmx35mm,Regular,,5318,1780070 CERAMIC PISTON 15mmx8mmx35mm,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,35.26,Barrens,5318,,,,,,,,,,,,
,"COXREEL PORTABLE REEL 3/8""x100' 4000PSI","COXREEL PORTABLE REEL 3/8""x100' 4000PSI",Regular,,5320,"COXREEL PORTABLE REEL 3/8""x100' 4000PSI",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,228.14,Barrens,5320,,,,,,,,,,,,
,P.M.R. XMV3G30D-F24-VRT3-250 W/BYPASS & THERM RELI,P.M.R. XMV3G30D-F24-VRT3-250 W/BYPASS & THERM RELI,Regular,,5321,P.M.R. XMV3G30D-F24-VRT3-250 W/BYPASS & THERM RELI,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,421.23,Barrens,5321,,,,,,,,,,,,
,WW125 RIVETS,WW125 RIVETS,Regular,,5322,WW125 RIVETS,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,0.23,Barrens,5322,,,,,,,,,,,,
,WW126 CLIP,WW126 CLIP,Regular,,5323,WW126 CLIP,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,1.21,Barrens,5323,,,,,,,,,,,,
,"WW127 BRUSH FOR CLASSIC 19"" (INDIVIDUALLY BOXED)","WW127 BRUSH FOR CLASSIC 19"" (INDIVIDUALLY BOXED)",Regular,,5324,"WW127 BRUSH FOR CLASSIC 19"" (INDIVIDUALLY BOXED)",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,105.78,Barrens,5324,,,,,,,,,,,,
,"304SS HOSE BARB 1/2"" HOSE X 3/8"" MPT LP HRSS","304SS HOSE BARB 1/2"" HOSE X 3/8"" MPT LP HRSS",Regular,,5326,"304SS HOSE BARB 1/2"" HOSE X 3/8"" MPT LP HRSS",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,10.22,Barrens,5326,,,,,,,,,,,,
,WW136 ROTOR SHAFT,WW136 ROTOR SHAFT,Regular,,5327,WW136 ROTOR SHAFT,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,76.54,Barrens,5327,,,,,,,,,,,,
,WW138/WW139 BEARING,WW138/WW139 BEARING,Regular,,5329,WW138/WW139 BEARING,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,25.52,Barrens,5329,,,,,,,,,,,,
,"WW300-2 18"" SPRAY BAR 2 TIP CLASSIC 19""","WW300-2 18"" SPRAY BAR 2 TIP CLASSIC 19""",Regular,,5331,"WW300-2 18"" SPRAY BAR 2 TIP CLASSIC 19""",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,69.92,Barrens,5331,,,,,,,,,,,,
,1380940 CERAMIC PISTON 18mmx11mmx40mm,1380940 CERAMIC PISTON 18mmx11mmx40mm,Regular,,5334,1380940 CERAMIC PISTON 18mmx11mmx40mm,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,39.67,Barrens,5334,,,,,,,,,,,,
,"EZ3045G PUMP 4.6GPM 3000PSI 1"" GAS FLANG","EZ3045G PUMP 4.6GPM 3000PSI 1"" GAS FLANG",Regular,,5335,"EZ3045G PUMP 4.6GPM 3000PSI 1"" GAS FLANG",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,448.87,Barrens,5335,,,,,,,,,,,,
,MOTOR RATED TOGGLE SWITCH SPST 20A 125V WITH PUSH,MOTOR RATED TOGGLE SWITCH SPST 20A 125V WITH PUSH,Regular,,5336,MOTOR RATED TOGGLE SWITCH SPST 20A 125V WITH PUSH,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,10.06,Barrens,5336,,,,,,,,,,,,
,WW312 SERIES 3 GREEN TOP SWIVEL,WW312 SERIES 3 GREEN TOP SWIVEL,Regular,,5337,WW312 SERIES 3 GREEN TOP SWIVEL,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,392.44,Barrens,5337,,,,,,,,,,,,
,WW311 REBUILT CARTRIDGE FOR WW312 SERIES 3 GREEN T,WW311 REBUILT CARTRIDGE FOR WW312 SERIES 3 GREEN T,Regular,,5338,WW311 REBUILT CARTRIDGE FOR WW312 SERIES 3 GREEN T,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,207.76,Barrens,5338,,,,,,,,,,,,
,"WW300-4 (18"") SPRAY BAR 4 TIP CLASSIC 19""","WW300-4 (18"") SPRAY BAR 4 TIP CLASSIC 19""",Regular,,5339,"WW300-4 (18"") SPRAY BAR 4 TIP CLASSIC 19""",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,97.43,Barrens,5339,,,,,,,,,,,,
,#9 ORIFICE FOR X-JET NOZZLES FOR 2000 TO 3000 PSI,#9 ORIFICE FOR X-JET NOZZLES FOR 2000 TO 3000 PSI,Regular,,5342,#9 ORIFICE FOR X-JET NOZZLES FOR 2000 TO 3000 PSI,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,17.01,Barrens,5342,,,,,,,,,,,,
,"SUTTNER ST-40 22mm x 15mm SCREW COUPLER x 3/8""FPT","SUTTNER ST-40 22mm x 15mm SCREW COUPLER x 3/8""FPT",Regular,,5343,"SUTTNER ST-40 22mm x 15mm SCREW COUPLER x 3/8""FPT",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,8.49,Barrens,5343,,,,,,,,,,,,
,439 SWIVEL 90 1/2FPTX1/2FPT4000PSI 1125 SERIES REE,439 SWIVEL 90 1/2FPTX1/2FPT4000PSI 1125 SERIES REE,Regular,,5344,439 SWIVEL 90 1/2FPTX1/2FPT4000PSI 1125 SERIES REE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,91.45,Barrens,5344,,,,,,,,,,,,
,POLYBAG 5 QC 03 NOZZLE KIT,POLYBAG 5 QC 03 NOZZLE KIT,Regular,,5345,POLYBAG 5 QC 03 NOZZLE KIT,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,10.54,Barrens,5345,,,,,,,,,,,,
,POLYBAG 5 QC 035 NOZZLE KIT,POLYBAG 5 QC 035 NOZZLE KIT,Regular,,5346,POLYBAG 5 QC 035 NOZZLE KIT,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,10.54,Barrens,5346,,,,,,,,,,,,
,#16 ORIFICE FOR X-JET NOZZLES FOR 4000 TO 5000 PSI,#16 ORIFICE FOR X-JET NOZZLES FOR 4000 TO 5000 PSI,Regular,,5348,#16 ORIFICE FOR X-JET NOZZLES FOR 4000 TO 5000 PSI,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,17.01,Barrens,5348,,,,,,,,,,,,
,POLYBAG 5 QC 04 NOZZLE KIT,POLYBAG 5 QC 04 NOZZLE KIT,Regular,,5349,POLYBAG 5 QC 04 NOZZLE KIT,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,10.54,Barrens,5349,,,,,,,,,,,,
,44030022 CONNECTING ROD EZ SERIES,44030022 CONNECTING ROD EZ SERIES,Regular,,5350,44030022 CONNECTING ROD EZ SERIES,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,30.93,Barrens,5350,,,,,,,,,,,,
,KIT 150 VALVE KIT FOR T5050,KIT 150 VALVE KIT FOR T5050,Regular,,5351,KIT 150 VALVE KIT FOR T5050,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,225.37,Barrens,5351,,,,,,,,,,,,
,KIT 151 PACKING W/BRASS (1 CYL),KIT 151 PACKING W/BRASS (1 CYL),Regular,,5352,KIT 151 PACKING W/BRASS (1 CYL),Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,102.16,Barrens,5352,,,,,,,,,,,,
,"GP HOSE REEL 4000PSI 3/8"" X 50' CAPACITY","GP HOSE REEL 4000PSI 3/8"" X 50' CAPACITY",Regular,,5355,"GP HOSE REEL 4000PSI 3/8"" X 50' CAPACITY",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,72.14,Barrens,5355,,,,,,,,,,,,
,POLYBAG 5 QC 045 NOZZLE KIT,POLYBAG 5 QC 045 NOZZLE KIT,Regular,,5356,POLYBAG 5 QC 045 NOZZLE KIT,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,10.54,Barrens,5356,,,,,,,,,,,,
,REPAIR KIT FOR ST-357 3.0 TURBO NOZZLE,REPAIR KIT FOR ST-357 3.0 TURBO NOZZLE,Regular,,5357,REPAIR KIT FOR ST-357 3.0 TURBO NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,34.41,Barrens,5357,,,,,,,,,,,,
,"4000 PSI 3/8""x6' WHIP LINE M/MS","4000 PSI 3/8""x6' WHIP LINE M/MS",Regular,,5362,"4000 PSI 3/8""x6' WHIP LINE M/MS",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,24.66,Barrens,5362,,,,,,,,,,,,
,EACH EXHAUST DEFLECTOR GX160-200,EACH EXHAUST DEFLECTOR GX160-200,Regular,,5364,EACH EXHAUST DEFLECTOR GX160-200,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,2.96,Barrens,5364,,,,,,,,,,,,
,"90405100 O-RING, 70 DURO, BUNA-N","90405100 O-RING, 70 DURO, BUNA-N",Regular,,5367,"90405100 O-RING, 70 DURO, BUNA-N",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,0.74,Barrens,5367,,,,,,,,,,,,
,POLYBAG 5 QC 05 NOZZLE KIT,POLYBAG 5 QC 05 NOZZLE KIT,Regular,,5368,POLYBAG 5 QC 05 NOZZLE KIT,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,10.54,Barrens,5368,,,,,,,,,,,,
,"44565 RETAINER SPRING MU PVDF 2SF, 5PF","44565 RETAINER SPRING MU PVDF 2SF, 5PF",Regular,,5370,"44565 RETAINER SPRING MU PVDF 2SF, 5PF",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.29,Barrens,5370,,,,,,,,,,,,
,010003150 PANEL MOUNT NUT ONLY,010003150 PANEL MOUNT NUT ONLY,Regular,,5374,010003150 PANEL MOUNT NUT ONLY,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,6.59,Barrens,5374,,,,,,,,,,,,
,66219566 PLUNGER BOLT,66219566 PLUNGER BOLT,Regular,,5375,66219566 PLUNGER BOLT,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,35.07,Barrens,5375,,,,,,,,,,,,
,66040309 CERAMIC PLUNGER 18mm x 54mm,66040309 CERAMIC PLUNGER 18mm x 54mm,Regular,,5377,66040309 CERAMIC PLUNGER 18mm x 54mm,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,81.70,Barrens,5377,,,,,,,,,,,,
,GP 24mm PACKING EXTRACTOR SOCKET ONLY,GP 24mm PACKING EXTRACTOR SOCKET ONLY,Regular,,5378,GP 24mm PACKING EXTRACTOR SOCKET ONLY,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,7.01,Barrens,5378,,,,,,,,,,,,
,"(200)316SS HOSE BARB 5/8"" HOSE X 1/2"" MPT","(200)316SS HOSE BARB 5/8"" HOSE X 1/2"" MPT",Regular,,5380,"(200)316SS HOSE BARB 5/8"" HOSE X 1/2"" MPT",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,17.64,Barrens,5380,,,,,,,,,,,,
,"10002-01706 PISTON KIT, 18MM RW SERIES","10002-01706 PISTON KIT, 18MM RW SERIES",Regular,,5383,"10002-01706 PISTON KIT, 18MM RW SERIES",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,156.29,Barrens,5383,,,,,,,,,,,,
,S.S. SEWER NOZZLE 3/8 FPT #5.5 (.8mm orifices),S.S. SEWER NOZZLE 3/8 FPT #5.5 (.8mm orifices),Regular,,5388,S.S. SEWER NOZZLE 3/8 FPT #5.5 (.8mm orifices),Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,9.60,Barrens,5388,,,,,,,,,,,,
,"POLY FLOAT, 4"" DIA. X 5"" LONG, 1/4-20 SPUD, 24.3 O","POLY FLOAT, 4"" DIA. X 5"" LONG, 1/4-20 SPUD, 24.3 O",Regular,,5389,"POLY FLOAT, 4"" DIA. X 5"" LONG, 1/4-20 SPUD, 24.3 O",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,8.84,Barrens,5389,,,,,,,,,,,,
,"WHIP LINE 3/8""x6' 4000PSI FOR CLASSIC & BIG GUY","WHIP LINE 3/8""x6' 4000PSI FOR CLASSIC & BIG GUY",Regular,,5392,"WHIP LINE 3/8""x6' 4000PSI FOR CLASSIC & BIG GUY",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,23.81,Barrens,5392,,,,,,,,,,,,
,(15)100975 TMT FLOW SWITCH 12GPM 3/8FPT I/O,(15)100975 TMT FLOW SWITCH 12GPM 3/8FPT I/O,Regular,,5393,(15)100975 TMT FLOW SWITCH 12GPM 3/8FPT I/O,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,49.51,Barrens,5393,,,,,,,,,,,,
,KIT 15066 CHECK VALVE,KIT 15066 CHECK VALVE,Regular,,5394,KIT 15066 CHECK VALVE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,225.37,Barrens,5394,,,,,,,,,,,,
,KIT 176 PACKING 18mm (1 cylinder),KIT 176 PACKING 18mm (1 cylinder),Regular,,5395,KIT 176 PACKING 18mm (1 cylinder),Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,105.83,Barrens,5395,,,,,,,,,,,,
,"(50)3/8"" HIGH PRESSURE HIGH FLOW FILTER","(50)3/8"" HIGH PRESSURE HIGH FLOW FILTER",Regular,,5397,"(50)3/8"" HIGH PRESSURE HIGH FLOW FILTER",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,18.59,Barrens,5397,,,,,,,,,,,,
,GP HI-DRAW ADJ ACID INJECTOR 1.8mm QC KIT(PLUG INL,GP HI-DRAW ADJ ACID INJECTOR 1.8mm QC KIT(PLUG INL,Regular,,5398,GP HI-DRAW ADJ ACID INJECTOR 1.8mm QC KIT(PLUG INL,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,23.75,Barrens,5398,,,,,,,,,,,,
,U.M.R. KIT VRT3-160 FOR PUMPS UP TO 2320PSI WITH 1,U.M.R. KIT VRT3-160 FOR PUMPS UP TO 2320PSI WITH 1,Regular,,5402,U.M.R. KIT VRT3-160 FOR PUMPS UP TO 2320PSI WITH 1,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,67.10,Barrens,5402,,,,,,,,,,,,
,BROWN VITON O-RING SUTTNER ST-40 SERIES SCREW COUP,BROWN VITON O-RING SUTTNER ST-40 SERIES SCREW COUP,Regular,,5403,BROWN VITON O-RING SUTTNER ST-40 SERIES SCREW COUP,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,0.49,Barrens,5403,,,,,,,,,,,,
,"(12)YVB9KMS2 UNLOADER W/PRESSURE SWITCH, 3650PSI","(12)YVB9KMS2 UNLOADER W/PRESSURE SWITCH, 3650PSI",Regular,,5406,"(12)YVB9KMS2 UNLOADER W/PRESSURE SWITCH, 3650PSI",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,133.49,Barrens,5406,,,,,,,,,,,,
,"2530052 ROTARY ARM ASSY FOR 18"" FSC","2530052 ROTARY ARM ASSY FOR 18"" FSC",Regular,,5407,"2530052 ROTARY ARM ASSY FOR 18"" FSC",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,27.88,Barrens,5407,,,,,,,,,,,,
,"2660049 18"" PLASTIC BRUSH WITH CLIPS & SCREWS","2660049 18"" PLASTIC BRUSH WITH CLIPS & SCREWS",Regular,,5409,"2660049 18"" PLASTIC BRUSH WITH CLIPS & SCREWS",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,44.10,Barrens,5409,,,,,,,,,,,,
,"46254 SEAT NYL, INJ, 2X, 2DX, 3DX","46254 SEAT NYL, INJ, 2X, 2DX, 3DX",Regular,,5410,"46254 SEAT NYL, INJ, 2X, 2DX, 3DX",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,1.43,Barrens,5410,,,,,,,,,,,,
,"33799 KIT, SEAL, NBR, W/S-SPRING 70","33799 KIT, SEAL, NBR, W/S-SPRING 70",Regular,,5411,"33799 KIT, SEAL, NBR, W/S-SPRING 70",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,196.13,Barrens,5411,,,,,,,,,,,,
,SAFETY RELIEF VALVE 1/4MPT 1000-6000 PSI,SAFETY RELIEF VALVE 1/4MPT 1000-6000 PSI,Regular,,5413,SAFETY RELIEF VALVE 1/4MPT 1000-6000 PSI,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,18.77,Barrens,5413,,,,,,,,,,,,
,KIT 2628 CERAMIC PISTONS 15mm XT XTA XTV,KIT 2628 CERAMIC PISTONS 15mm XT XTA XTV,Regular,,5414,KIT 2628 CERAMIC PISTONS 15mm XT XTA XTV,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,75.83,Barrens,5414,,,,,,,,,,,,
,"DURAVIEW INLET FILTER 1/2MPT, NO PORTS","DURAVIEW INLET FILTER 1/2MPT, NO PORTS",Regular,,5419,"DURAVIEW INLET FILTER 1/2MPT, NO PORTS",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,21.69,Barrens,5419,,,,,,,,,,,,
,GP HI-DRAW ADJ ACID INJECTOR 2.1mm QC KIT (PLUG IN,GP HI-DRAW ADJ ACID INJECTOR 2.1mm QC KIT (PLUG IN,Regular,,5421,GP HI-DRAW ADJ ACID INJECTOR 2.1mm QC KIT (PLUG IN,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,23.61,Barrens,5421,,,,,,,,,,,,
,GP QC 2540 BLACK SOAPER NOZZLE,GP QC 2540 BLACK SOAPER NOZZLE,Regular,,5422,GP QC 2540 BLACK SOAPER NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,2.67,Barrens,5422,,,,,,,,,,,,
,ENGINE DRAIN PAIN RELIEVER GX240-GX390 HONDA W/M12,ENGINE DRAIN PAIN RELIEVER GX240-GX390 HONDA W/M12,Regular,,5424,ENGINE DRAIN PAIN RELIEVER GX240-GX390 HONDA W/M12,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,13.70,Barrens,5424,,,,,,,,,,,,
,ENGINE DRAIN PAIN RELIEVER GX160-GX200 HONDA W/M10,ENGINE DRAIN PAIN RELIEVER GX160-GX200 HONDA W/M10,Regular,,5425,ENGINE DRAIN PAIN RELIEVER GX160-GX200 HONDA W/M10,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,13.70,Barrens,5425,,,,,,,,,,,,
,SOLO 430-2G PUMP UP 2 GAL. SPRAYER,SOLO 430-2G PUMP UP 2 GAL. SPRAYER,Regular,,5427,SOLO 430-2G PUMP UP 2 GAL. SPRAYER,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,38.64,Barrens,5427,,,,,,,,,,,,
