vendor,sku,vendor_code,item_name,image_relative_path,image_absolute_path,match_type,source_folder,details
MPWSR,50.5373,50.5373,Honda GX 390 head assembly,Images\Manatee images\Honda GX 390 head assembly.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Honda GX 390 head assembly.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Honda GX 390 head assembly.
MPWSR,50.5451,50.5451,Gasket Kit GX390 Set of 7 42.0184,Images\Manatee images\Gasket Kit GX390 Set of 7 42.0184.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Gasket Kit GX390 Set of 7 42.0184.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Gasket Kit GX390 Set of 7 42.0184.
MPWSR,50.9003,50.9003,Governer Driven Gear Assembly Honda GX 340-390 42.0053,Images\Manatee images\Governer Driven Gear Assembly Honda GX 340-390 42.0053.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Governer Driven Gear Assembly Honda GX 340-390 42.0053.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Governer Driven Gear Assembly Honda GX 340-390 42.0053.
MPWSR,50.9028,50.9028,Fan shroud Honda GX 340 390 red,Images\Manatee images\Fan shroud Honda GX 340 390 red.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Fan shroud Honda GX 340 390 red.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Fan shroud Honda GX 340 390 red.
MPWSR,50.9142,50.9142,Black Recoil Starter Assy GX 200,Images\Manatee images\Black Recoil Starter Assembly for Honda GX200 Engines.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Black Recoil Starter Assembly for Honda GX200 Engines.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Black Recoil Starter Assembly for Honda GX200 Engines.
MPWSR,500066,500066,3/8 Steel Hex Coupler,"Images\Manatee images\STEEL HEX COUPLER 38 FPT, 5000 PSI.jpg","C:\Codex\AZCS Inventory\Images\Manatee images\STEEL HEX COUPLER 38 FPT, 5000 PSI.jpg",manatee_exact_name,Manatee images,"Matched local image on exact normalized name from STEEL HEX COUPLER 3/8 FPT, 5000 PSI."
MPWSR,5005.0236.00,5005.0236.00,"GEAR BOX 1"" engine shaft Comet RW 1450rpm pumps",Images\Manatee images\GEAR BOX 1 engine shaft Comet RW 1450rpm pumps.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GEAR BOX 1 engine shaft Comet RW 1450rpm pumps.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from GEAR BOX 1"" engine shaft Comet RW 1450rpm pumps."
MPWSR,5005.0237.00,5005.0237.00,"GEAR BOX 1 1/8"" Shaft Comet TW/TWS pump 1450 rpm",Images\Manatee images\GEAR BOX 1 18 Shaft Comet TWTWS pump 1450 rpm.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GEAR BOX 1 18 Shaft Comet TWTWS pump 1450 rpm.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from GEAR BOX 1 1/8"" Shaft Comet TW/TWS pump 1450 rpm."
MPWSR,5009,5009,ZWD-K Valve Kit,Images\Manatee images\ZWD-K Valve Kit.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\ZWD-K Valve Kit.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from ZWD-K Valve Kit.
MPWSR,5019.0037.00,5019.0037.00,Comet LWD 18mm seal kit,Images\Manatee images\Comet LWD 18mm seal kit.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Comet LWD 18mm seal kit.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Comet LWD 18mm seal kit.
MPWSR,5019.0648.00,5019.0648.00,Comet SW Water Seal Kit,Images\Manatee images\Comet SW Water Seal Kit.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Comet SW Water Seal Kit.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Comet SW Water Seal Kit.
MPWSR,5019.0675.00,5019.0675.00,Oil Seal Kit for RW Comet Pump aka 5647,Images\Manatee images\Oil Seal Kit for RW Comet Pump aka 5647.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Oil Seal Kit for RW Comet Pump aka 5647.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Oil Seal Kit for RW Comet Pump aka 5647.
MPWSR,5081,5081,"ROTATING NOZZLE, MECLINE 5800PSI ASSY","Images\Manatee images\ROTATING NOZZLE, MECLINE 5800PSI ASSY 8GPM.jpg","C:\Codex\AZCS Inventory\Images\Manatee images\ROTATING NOZZLE, MECLINE 5800PSI ASSY 8GPM.jpg",manatee_exact_name,Manatee images,"Matched local image on exact normalized name from ROTATING NOZZLE, MECLINE 5800PSI ASSY 8GPM."
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-32,5084,"1/4"" Quick change Color coded Tips 3.0 GPM 0 Degree Red D00030Q",Images\Manatee images\Red Nozzle 0 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Red Nozzle 0 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Red Nozzle 0 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-33,5085,"1/4"" Quick change Color coded Tips 3.5 GPM 0 Degree Red D00035Q",Images\Manatee images\Red Nozzle 0 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Red Nozzle 0 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Red Nozzle 0 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-34,5086,"1/4"" Quick change Color coded Tips 4.0 GPM 0 Degree Red D00040Q",Images\Manatee images\Red Nozzle 0 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Red Nozzle 0 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Red Nozzle 0 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-35,5087,"1/4"" Quick change Color coded Tips 4.5 GPM 0 Degree Red D00045Q",Images\Manatee images\Red Nozzle 0 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Red Nozzle 0 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Red Nozzle 0 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-36,5088,"1/4"" Quick change Color coded Tips 5.0GPM 0 Degree Red D00050Q",Images\Manatee images\Red Nozzle 0 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Red Nozzle 0 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Red Nozzle 0 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-37,5089,"1/4"" Quick change Color coded Tips 5.5 GPM 0 Degree Red D00055Q",Images\Manatee images\Red Nozzle 0 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Red Nozzle 0 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Red Nozzle 0 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-38,5090,"1/4"" Quick change Color coded Tips 6.0 GPM 0 Degree Red D00060Q",Images\Manatee images\Red Nozzle 0 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Red Nozzle 0 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Red Nozzle 0 Degree Tip.
MPWSR,MPWSR-COMET-RW-5535-BARE-PUMP,5127,Comet RW 5535 bare pump,Images\Manatee images\Comet RW5535 Bare Pump.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Comet RW5535 Bare Pump.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Comet RW 5535 bare pump.
MPWSR,MPWSR-VRT-3-REPAIR-KIT,5137,VRT-3 Repair Kit,Images\Manatee images\REPAIR KIT FOR VRT3-310 UNLOADER.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\REPAIR KIT FOR VRT3-310 UNLOADER.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from REPAIR KIT FOR VRT3-310 UNLOADER.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-39,5157,"1/4"" Quick change Color coded Tips 7.0 GPM 15 Degree Yellow D15070Q",Images\Manatee images\Yellow Nozzle 15 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Yellow Nozzle 15 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Yellow Nozzle 15 Degree Tip.
MPWSR,MPWSR-HIGH-PRESSURE-FILTER-1-4-FPT-IN,5168,High Pressure Filter 1/4 FPT in 1/4 MPT out,Images\Manatee images\High Pressure Filter 14 FPT in 14 MPT out.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\High Pressure Filter 14 FPT in 14 MPT out.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from High Pressure Filter 1/4 FPT in 1/4 MPT out.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-40,5175,"1/4"" Quick change Color coded Tips 3.0 GPM 15 Degree Yellow D15030Q",Images\Manatee images\Yellow Nozzle 15 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Yellow Nozzle 15 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Yellow Nozzle 15 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-41,5177,"1/4"" Quick change Color coded Tips 3.5 GPM 15 Degree Yellow D15035Q",Images\Manatee images\Yellow Nozzle 15 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Yellow Nozzle 15 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Yellow Nozzle 15 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-42,5179,"1/4"" Quick change Color coded Tips 4.0 GPM 15 Degree Yellow D15040Q",Images\Manatee images\Yellow Nozzle 15 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Yellow Nozzle 15 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Yellow Nozzle 15 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-43,5185,"1/4"" Quick change Color coded Tips 4.5 GPM 15 Degree Yellow D15045Q",Images\Manatee images\Yellow Nozzle 15 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Yellow Nozzle 15 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Yellow Nozzle 15 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-44,5187,"1/4"" Quick change Color coded Tips 5.0 GPM 15 Degree Yellow D15050Q",Images\Manatee images\Yellow Nozzle 15 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Yellow Nozzle 15 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Yellow Nozzle 15 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-45,5192,"1/4"" Quick change Color coded Tips 5.5 GPM 15 Degree Yellow D15055Q",Images\Manatee images\Yellow Nozzle 15 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Yellow Nozzle 15 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Yellow Nozzle 15 Degree Tip.
MPWSR,52-050-02-51,52-050-02-51,"Oil Filter for Kohler CH730,CH740, CH750, CH980 , CH1000","Images\Manatee images\Oil Filter for Kohler CH730,CH740, CH750, CH980 , CH1000.jpg","C:\Codex\AZCS Inventory\Images\Manatee images\Oil Filter for Kohler CH730,CH740, CH750, CH980 , CH1000.jpg",manatee_exact_name,Manatee images,"Matched local image on exact normalized name from Oil Filter for Kohler CH730,CH740, CH750, CH980 , CH1000."
MPWSR,520353,520353,"Adapter fitting for general pump injector check valve 7/16""-32 x 1/4"" MPT",Images\Manatee images\Adapter fitting for general pump injector check valve.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Adapter fitting for general pump injector check valve.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Adapter fitting for general pump injector check valve.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-46,5228,"1/4"" Quick change Color coded Tips 6.0 GPM 15 Degree Yellow D15060Q",Images\Manatee images\Yellow Nozzle 15 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Yellow Nozzle 15 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Yellow Nozzle 15 Degree Tip.
MPWSR,MPWSR-BANDIT-HOSE-REEL-REPLACEMENT-HAN,5230,Bandit hose reel replacement handle,Images\Manatee images\Bandit hose reel replacement handle.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Bandit hose reel replacement handle.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Bandit hose reel replacement handle.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-47,5236,"1/4"" Quick change Color coded Tips 3.0 GPM 25 Degree Green D25030Q",Images\Manatee images\Green Nozzle 25 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Green Nozzle 25 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Green Nozzle 25 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-48,5237,"1/4"" Quick change Color coded Tips 3.5 GPM 25 Degree Green D25035Q",Images\Manatee images\Green Nozzle 25 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Green Nozzle 25 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Green Nozzle 25 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-49,5239,"1/4"" Quick change Color coded Tips 4.0 GPM 25 Degree Green D25040Q",Images\Manatee images\Green Nozzle 25 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Green Nozzle 25 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Green Nozzle 25 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-50,5240,"1/4"" Quick change Color coded Tips 4.5 GPM 25 Degree Green D25045Q",Images\Manatee images\Green Nozzle 25 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Green Nozzle 25 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Green Nozzle 25 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-51,5241,"1/4"" Quick change Color coded Tips 5.0 GPM 25 Degree Green D25050Q",Images\Manatee images\Green Nozzle 25 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Green Nozzle 25 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Green Nozzle 25 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-52,5245,"1/4"" Quick change Color coded Tips 5.5 GPM 25 Degree Green D25055Q",Images\Manatee images\Green Nozzle 25 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Green Nozzle 25 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Green Nozzle 25 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-53,5248,"1/4"" Quick change Color coded Tips 6.0 GPM 25 Degree Green D25060Q",Images\Manatee images\Green Nozzle 25 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Green Nozzle 25 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Green Nozzle 25 Degree Tip.
MPWSR,MPWSR-5019006500-COMET-ZWD-LWD-OIL-SEA,5260,5019006500 Comet ZWD/LWD Oil seal kit,Images\Manatee images\5019006500 Comet ZWDLWD Oil seal kit.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\5019006500 Comet ZWDLWD Oil seal kit.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 5019006500 Comet ZWD/LWD Oil seal kit.
MPWSR,527-111,527-111,B&S carb rebuild kit,Images\Manatee images\B&S carb rebuild kit.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\B&S carb rebuild kit.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from B&S carb rebuild kit.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-54,5271,"1/4"" Quick change Color coded Tips 3.0 GPM 40 Degree White D40030Q",Images\Manatee images\White Nozzle 40 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\White Nozzle 40 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from White Nozzle 40 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-55,5275,"1/4"" Quick change Color coded Tips 3.5 GPM 40 Degree White D40035Q",Images\Manatee images\White Nozzle 40 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\White Nozzle 40 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from White Nozzle 40 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-56,5277,"1/4"" Quick change Color coded Tips 4.0 GPM 40 Degree White D40040Q",Images\Manatee images\White Nozzle 40 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\White Nozzle 40 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from White Nozzle 40 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-57,5283,"1/4"" Quick change Color coded Tips 4.5 GPM 40 Degree White D40045Q",Images\Manatee images\White Nozzle 40 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\White Nozzle 40 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from White Nozzle 40 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-58,5284,"1/4"" Quick change Color coded Tips 5.0 GPM 40 Degree White D40050Q",Images\Manatee images\White Nozzle 40 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\White Nozzle 40 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from White Nozzle 40 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-59,5285,"1/4"" Quick change Color coded Tips 5.5 GPM 40 Degree White D40055Q",Images\Manatee images\White Nozzle 40 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\White Nozzle 40 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from White Nozzle 40 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-60,5309,"1/4"" Quick change Color coded Tips 6.0 GPM 40 Degree White D40060Q",Images\Manatee images\White Nozzle 40 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\White Nozzle 40 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from White Nozzle 40 Degree Tip.
MPWSR,54044,54044,1/4 Steel Hex Nipple,Images\Manatee images\14 Steel Hex Nipple.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 Steel Hex Nipple.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 Steel Hex Nipple.
MPWSR,54046,54046,3/8 Steel Hex Nipple,"Images\Manatee images\STEEL HEX NIPPLE 38 MPT, 5000 PSI.jpg","C:\Codex\AZCS Inventory\Images\Manatee images\STEEL HEX NIPPLE 38 MPT, 5000 PSI.jpg",manatee_exact_name,Manatee images,"Matched local image on exact normalized name from STEEL HEX NIPPLE 3/8 MPT, 5000 PSI."
MPWSR,540464,540464,steel hex nipple 1/4'' x 3/8'' mpt 2587,"Images\Manatee images\STEEL HEX NIPPLE 38MPT X 14MPT,5000PSI.jpg","C:\Codex\AZCS Inventory\Images\Manatee images\STEEL HEX NIPPLE 38MPT X 14MPT,5000PSI.jpg",manatee_exact_name,Manatee images,"Matched local image on exact normalized name from STEEL HEX NIPPLE 3/8MPT X 1/4MPT,5000PSI."
MPWSR,54048,54048,1/2 Steel Hex Nipple,Images\Manatee images\12MPT Steel Hex Nipple.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\12MPT Steel Hex Nipple.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/2MPT Steel Hex Nipple.
