vendor,sku,vendor_code,item_name,image_relative_path,image_absolute_path,match_type,source_folder,details
MPWSR,MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-32,4848,1/4 Meg SurfaceCleaner Nozzle 6.0 GPM 0 Degree 00060,Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 High Pressure Tips Stainless Steel.
MPWSR,485-173,485-173,GX390 gasket,Images\Manatee images\GX390 gasket.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GX390 gasket.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GX390 gasket.
MPWSR,MPWSR-001-4-MEG-SURFACECLEANER-NOZZLE,4851,001/4 Meg SurfaceCleaner Nozzle 6.5 GPM 0 Degree 00065,Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 High Pressure Tips Stainless Steel.
MPWSR,MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-33,4873,1/4 Meg SurfaceCleaner Nozzle 5 GPM 15 Degree 15050,Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 High Pressure Tips Stainless Steel.
MPWSR,MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-34,4874,1/4 Meg SurfaceCleaner Nozzle 5.5 GPM 15 Degree 15055,Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 High Pressure Tips Stainless Steel.
MPWSR,MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-35,4875,1/4 Meg SurfaceCleaner Nozzle 6.0 GPM 15 Degree 15060,Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 High Pressure Tips Stainless Steel.
MPWSR,MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-36,4882,1/4 Meg SurfaceCleaner Nozzle 6.5 GPM 15 Degree 15065,Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 High Pressure Tips Stainless Steel.
MPWSR,MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-37,4898,1/4 Meg SurfaceCleaner Nozzle 5.5 GPM 25 Degree 25055,Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 High Pressure Tips Stainless Steel.
MPWSR,49.6001,49.6001,Kit 1 Check valves Fits ZWD EZ TS RW pumps,Images\Manatee images\GP Kit 1 Check Valve Kit For General Pump ZWD EZ TS RW pumps.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GP Kit 1 Check Valve Kit For General Pump ZWD EZ TS RW pumps.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GP Kit 1 Check Valve Kit For General Pump ZWD EZ TS RW pumps.
MPWSR,49.6002,49.6002,Veloci Replacement Pump Kit for GP Kit 2,Images\Manatee images\GP Kit 2 Replacement Piston Oil Seals Pump Kit.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GP Kit 2 Replacement Piston Oil Seals Pump Kit.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GP Kit 2 Replacement Piston Oil Seals Pump Kit.
MPWSR,49.6023,49.6023,Pump Kit G28 Complete Seal Packing,Images\Manatee images\GP Kit G28 Pump Kit Complete Seal Packing.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GP Kit G28 Pump Kit Complete Seal Packing.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GP Kit G28 Pump Kit Complete Seal Packing.
MPWSR,49.6031,49.6031,Pump Kit G 69 Seal Kit Packing,Images\Manatee images\GP Kit G69 Seal Kit Packing General Pump.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GP Kit G69 Seal Kit Packing General Pump.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GP Kit G69 Seal Kit Packing General Pump.
MPWSR,49.6039,49.6039,GP Kit 88 New style 15mm Packing/Seals,Images\Manatee images\GP Kit 88 New style 15mm PackingSeals.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GP Kit 88 New style 15mm PackingSeals.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GP Kit 88 New style 15mm Packing/Seals.
MPWSR,49.6045,49.6045,GP kit 97 Packing seal kit,Images\Manatee images\GP Kit 97 Packing Seal Kit General Pump.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GP Kit 97 Packing Seal Kit General Pump.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GP Kit 97 Packing Seal Kit General Pump.
MPWSR,49.6048,49.6048,GP Kit 123 Check Valves,Images\Manatee images\GP Kit 123 Check Valve Kit General Pump.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GP Kit 123 Check Valve Kit General Pump.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GP Kit 123 Check Valve Kit General Pump.
MPWSR,49.6073,49.6073,AR Kit 1828 check valves,Images\Manatee images\AR Kit 1828 check valves.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\AR Kit 1828 check valves.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from AR Kit 1828 check valves.
MPWSR,49.6077,49.6077,Kit 1857 AR seal kit,Images\Manatee images\Kit 1857 AR seal kit.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Kit 1857 AR seal kit.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Kit 1857 AR seal kit.
MPWSR,49.6079,49.6079,Check Valve for AR XM Pump Kit 1862,Images\Manatee images\Kit 1864 Check Valve for AR XM Pump 49.6079.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Kit 1864 Check Valve for AR XM Pump 49.6079.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Kit 1864 Check Valve for AR XM Pump 49.6079.
MPWSR,49.6095,49.6095,Veloci Replacement Pump Kit for AR Kit 2741,Images\Manatee images\AR Kit 2741 Replacement Pump Kit.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\AR Kit 2741 Replacement Pump Kit.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from AR Kit 2741 Replacement Pump Kit.
MPWSR,49.6102,49.6102,AR2780 XWA XWAM XWL valve kit,Images\Manatee images\AR2780 XWA XWAM XWL valve kit.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\AR2780 XWA XWAM XWL valve kit.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from AR2780 XWA XWAM XWL valve kit.
MPWSR,49.6105,49.6105,AR 2783 22mm seal kit XW 30.25,Images\Manatee images\AR 2783 22mm seal kit XW 30.25.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\AR 2783 22mm seal kit XW 30.25.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from AR 2783 22mm seal kit XW 30.25.
MPWSR,49.6122,49.6122,ZWD complete seal kit with brass,Images\Manatee images\Comet ZWD Complete Seal Kit With Brass.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Comet ZWD Complete Seal Kit With Brass.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Comet ZWD Complete Seal Kit With Brass.
MPWSR,49.6123,49.6123,Comet RW4040 Seal Kit 5019.0673.00 18mm,Images\Manatee images\Comet RW4040 Seal Kit 5019.0673.00 18mm.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Comet RW4040 Seal Kit 5019.0673.00 18mm.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Comet RW4040 Seal Kit 5019.0673.00 18mm.
MPWSR,49.6145,49.6145,50190035 Comet LWD Packing/Seal kit,Images\Manatee images\Comet LWD Packing Seal Kit 50190035.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Comet LWD Packing Seal Kit 50190035.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Comet LWD Packing Seal Kit 50190035.
MPWSR,49.6146,49.6146,ZWD 15mm packing seal kit,Images\Manatee images\Comet ZWD 15mm Packing Seal Kit.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Comet ZWD 15mm Packing Seal Kit.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Comet ZWD 15mm Packing Seal Kit.
MPWSR,49.615,49.615,Pump Seal Kit for Comet 5019.0039.00 Red Eye HW5030 20mm,Images\Manatee images\Pump Seal Kit for Comet 5019.0039.00 Red Eye HW5030 20mm.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Pump Seal Kit for Comet 5019.0039.00 Red Eye HW5030 20mm.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Pump Seal Kit for Comet 5019.0039.00 Red Eye HW5030 20mm.
MPWSR,49.6151,49.6151,Comet RW5535 Seal Kit 5019.0672.00 20mm,Images\Manatee images\Comet RW5535 Seal Kit 5019.0672.00 20mm.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Comet RW5535 Seal Kit 5019.0672.00 20mm.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Comet RW5535 Seal Kit 5019.0672.00 20mm.
MPWSR,49.6152,49.6152,5019.0646.00 Comet TW Water Seal Kit - 22mm,Images\Manatee images\Comet Pumps TW Seal Kit 5019064600.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Comet Pumps TW Seal Kit 5019064600.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Comet Pumps TW Seal Kit 5019064600.
MPWSR,49.6165,49.6165,Comet TW valve kit 5025002000,Images\Manatee images\Comet TW Valve Kit 5025002000.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Comet TW Valve Kit 5025002000.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Comet TW valve kit 5025002000.
MPWSR,49.6168,49.6168,GP CERAMIC PLUNGER 15 X 25,Images\Manatee images\GP CERAMIC PLUNGER 15 X 25.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GP CERAMIC PLUNGER 15 X 25.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GP CERAMIC PLUNGER 15 X 25.
MPWSR,49.6169,49.6169,GP kit 169 TSS check valves,Images\Manatee images\GP Kit 169 TSF Check Valves General Pump.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GP Kit 169 TSF Check Valves General Pump.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GP Kit 169 TSF Check Valves General Pump.
MPWSR,49.6171,49.6171,PUMP KIT 171 COMPLETE SEAL PACKING KIT (20MM) With Brass,Images\Manatee images\GP Kit G171 Complete Seal Packing Kit.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GP Kit G171 Complete Seal Packing Kit.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GP Kit G171 Complete Seal Packing Kit.
MPWSR,49.6172,49.6172,GP 66040009 TSF 2021 replacement piston plunger Ceramic,Images\Manatee images\General Pump TSF2021 Ceramic Piston Plunger Replacement.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\General Pump TSF2021 Ceramic Piston Plunger Replacement.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from General Pump TSF2021 Ceramic Piston Plunger Replacement.
MPWSR,49.6173,49.6173,Pump Kit O Rings 10-50 For GP 47-48 Series,Images\Manatee images\Pump Kit O-Rings 10-50 For GP 47-48 Series.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Pump Kit O-Rings 10-50 For GP 47-48 Series.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Pump Kit O Rings 10-50 For GP 47-48 Series.
MPWSR,49.6174,49.6174,Pump Kit O Rings 1/123-50 for GP Pump Valves,Images\Manatee images\Pump Kit O-Rings 1123-50 for GP Pump Valves.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Pump Kit O-Rings 1123-50 for GP Pump Valves.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Pump Kit O Rings 1/123-50 for GP Pump Valves.
MPWSR,49.6175,49.6175,Pump Kit O Rings 4/5-50 For GP Pump Caps 701002,Images\Manatee images\Pump Kit O-Rings 45-50 For GP Pump Caps 701002.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Pump Kit O-Rings 45-50 For GP Pump Caps 701002.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Pump Kit O Rings 4/5-50 For GP Pump Caps 701002.
MPWSR,49064,49064,1/2 X 3 316 SS NIPPLE,Images\Manatee images\12 X 3 316 SS NIPPLE.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\12 X 3 316 SS NIPPLE.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/2 X 3 316 SS NIPPLE.
MPWSR,49066,49066,1/2 X 4 316 SS NIPPLE,Images\Manatee images\12 X 4 316 SS NIPPLE.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\12 X 4 316 SS NIPPLE.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/2 X 4 316 SS NIPPLE.
MPWSR,491-5G,491-5G,Diamond Dust for 5 Gal Kit,Images\Manatee images\Diamond Dust 491-5G.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Diamond Dust 491-5G.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Diamond Dust 491-5G.
MPWSR,MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-38,4911,1/4 Meg SurfaceCleaner Nozzle 6.0 GPM 25 Degree 25060,Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 High Pressure Tips Stainless Steel.
MPWSR,4913AM-24DECK,4913A M-24 DECK,"24"" Piranha surface cleaner deck",Images\Manatee images\24 Piranha surface cleaner deck.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\24 Piranha surface cleaner deck.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from 24"" Piranha surface cleaner deck."
MPWSR,MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-39,4914,1/4 Meg SurfaceCleaner Nozzle 6.5 GPM 25 Degree 25065,Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 High Pressure Tips Stainless Steel.
MPWSR,4914AM-BRACKET,4914A M-Bracket,Stainless Steel bracket for surface cleaner handle,Images\Manatee images\Stainless Steel bracket for surface cleaner handle.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Stainless Steel bracket for surface cleaner handle.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Stainless Steel bracket for surface cleaner handle.
MPWSR,4915AM-HANDLE2,4915A M-Handle 2,Split handle for sufrace cleaners,Images\Manatee images\Split handle for sufrace cleaners.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Split handle for sufrace cleaners.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Split handle for sufrace cleaners.
MPWSR,4916AM-HANDLE,4916A M-Handle,Solid handle for surface cleaners,Images\Manatee images\Solid handle for surface cleaners.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Solid handle for surface cleaners.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Solid handle for surface cleaners.
MPWSR,4917AM24BAR,4917A M24 Bar,"Spray Bar for 24"" Piranha",Images\Manatee images\Spray Bar for 24 Piranha.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Spray Bar for 24 Piranha.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from Spray Bar for 24"" Piranha."
MPWSR,4919AM32BAR,4919A M32 Bar,Spray Bar for 32 Barracuda,Images\Manatee images\Spray Bar for 32 Barracuda.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Spray Bar for 32 Barracuda.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Spray Bar for 32 Barracuda.
MPWSR,MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-40,4929,1/4 Meg SurfaceCleaner Nozzle 4.5 GPM 40 Degree 40045,Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 High Pressure Tips Stainless Steel.
MPWSR,MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-41,4941,1/4 Meg SurfaceCleaner Nozzle 5 GPM 40 Degree 40050,Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 High Pressure Tips Stainless Steel.
MPWSR,495-3,495-3,Extreme Grip 4 lb container,Images\Manatee images\Extreme Grip 495-3.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Extreme Grip 495-3.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Extreme Grip 495-3.
MPWSR,MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-42,4950,1/4 Meg SurfaceCleaner Nozzle 5.5 GPM 40 Degree 40055,Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 High Pressure Tips Stainless Steel.
MPWSR,MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-43,4953,1/4 Meg SurfaceCleaner Nozzle 6.0 GPM 40 Degree 40060,Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 High Pressure Tips Stainless Steel.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-24,4972,"1/4"" Quick change Color coded Tips 2.0 GPM 0 Degree Red D00020Q",Images\Manatee images\Red Nozzle 0 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Red Nozzle 0 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Red Nozzle 0 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-25,4973,"1/4"" Quick change Color coded Tips 2.0 GPM 15 Degree Yellow D15020Q",Images\Manatee images\Yellow Nozzle 15 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Yellow Nozzle 15 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Yellow Nozzle 15 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-26,4974,"1/4"" Quick change Color coded Tips 2.0 GPM 25 Degree Green D25020Q",Images\Manatee images\Green Nozzle 25 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Green Nozzle 25 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Green Nozzle 25 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-27,4975,"1/4"" Quick change Color coded Tips 2.0 GPM 40 Degree White D40020Q",Images\Manatee images\White Nozzle 40 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\White Nozzle 40 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from White Nozzle 40 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-28,4976,"1/4"" Quick change Color coded Tips 2.5 GPM 0 Degree Red D00025Q",Images\Manatee images\Red Nozzle 0 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Red Nozzle 0 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Red Nozzle 0 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-29,4977,"1/4"" Quick change Color coded Tips 2.5 GPM 15 Degree Yellow D15025Q",Images\Manatee images\Yellow Nozzle 15 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Yellow Nozzle 15 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Yellow Nozzle 15 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-30,4978,"1/4"" Quick change Color coded Tips 2.5 GPM 25 Degree Green D25025Q",Images\Manatee images\Green Nozzle 25 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Green Nozzle 25 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Green Nozzle 25 Degree Tip.
MPWSR,MPWSR-1-4-QUICK-CHANGE-COLOR-CODED-31,4979,"1/4"" Quick change Color coded Tips 2.5 GPM 40 Degree White D40025Q",Images\Manatee images\White Nozzle 40 Degree Tip.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\White Nozzle 40 Degree Tip.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from White Nozzle 40 Degree Tip.
MPWSR,MPWSR-1-4-MEG-SURFACECLEANER-NOZZLE-44,4983,1/4 Meg SurfaceCleaner Nozzle 6.5 GPM 40 Degree 40065,Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 High Pressure Tips Stainless Steel.
MPWSR,MPWSR-BANDIT-HOSE-REEL-REPLACEMENT-SWI,4988,Bandit hose reel replacement swivel,Images\Manatee images\Bandit hose reel replacement swivel.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Bandit hose reel replacement swivel.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Bandit hose reel replacement swivel.
MPWSR,MPWSR-BANDIT-HOSE-REEL-REPLACEMENT-PIN,4990,Bandit hose reel replacement pin lock,Images\Manatee images\Bandit hose reel replacement pin lock.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Bandit hose reel replacement pin lock.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Bandit hose reel replacement pin lock.
MPWSR,4K451,4k451,Base for 5GB Pump,Images\Manatee images\Base for 5GB Pump.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Base for 5GB Pump.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Base for 5GB Pump.
MPWSR,5-8GPMSSICVW/QCS,5-8GPM SS ICV w/QCs,5-8 GPM Injector Check Valve Assembly w/ SS QC's,Images\Manatee images\5-8gpm General Pump Chemical Injector with Check Valve For Downstream KIT.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\5-8gpm General Pump Chemical Injector with Check Valve For Downstream KIT.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 5-8gpm General Pump Chemical Injector with Check Valve For Downstream KIT.
MPWSR,50.5001,50.5001,Red Recoil Starter Assy. GX 200,Images\Manatee images\Red Recoil Starter Assembly for Honda GX200.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Red Recoil Starter Assembly for Honda GX200.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Red Recoil Starter Assembly for Honda GX200.
MPWSR,50.5002,50.5002,Red Recoil Starter Assy GX240-270,Images\Manatee images\Red Recoil Starter Assembly For Honda GX240 270.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Red Recoil Starter Assembly For Honda GX240 270.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Red Recoil Starter Assembly For Honda GX240 270.
MPWSR,50.503,50.503,Recoil Starter Pulley 173F-177F,Images\Manatee images\Recoil Starter Pulley 173F-177F.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Recoil Starter Pulley 173F-177F.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Recoil Starter Pulley 173F-177F.
MPWSR,50.5031,50.5031,Recoil Starter Pulley 182F-188F,Images\Manatee images\Recoil Starter Pulley 182F-188F.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Recoil Starter Pulley 182F-188F.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Recoil Starter Pulley 182F-188F.
MPWSR,50.5136,50.5136,GX 240 270 Air Filter,Images\Manatee images\GX 240 270 Air Filter.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GX 240 270 Air Filter.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GX 240 270 Air Filter.
MPWSR,50.5196,50.5196,"Throttle Control Assy GX140-160-200, 168F-196F","Images\Manatee images\Throttle Control Assy GX140-160-200, 168F-196F.jpg","C:\Codex\AZCS Inventory\Images\Manatee images\Throttle Control Assy GX140-160-200, 168F-196F.jpg",manatee_exact_name,Manatee images,"Matched local image on exact normalized name from Throttle Control Assy GX140-160-200, 168F-196F."
MPWSR,50.5198,50.5198,"Throttle Control Assy GX340-390, 182F-188F","Images\Manatee images\Throttle Control Assy GX340-390, 182F-188F.jpg","C:\Codex\AZCS Inventory\Images\Manatee images\Throttle Control Assy GX340-390, 182F-188F.jpg",manatee_exact_name,Manatee images,"Matched local image on exact normalized name from Throttle Control Assy GX340-390, 182F-188F."
MPWSR,50.5224,50.5224,"Muffler Assy. GX120-160-200 with Elbow, 168F-196F",Images\Manatee images\GX160 - GX200 Muffler Assembly W Elbow.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GX160 - GX200 Muffler Assembly W Elbow.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GX160 - GX200 Muffler Assembly W/ Elbow.
MPWSR,50.5309,50.5309,Fuel Tank Outlet Valve Assy. GX Series 42.0672,Images\Manatee images\Fuel Tank Outlet Valve Assy. GX Series 42.0672.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Fuel Tank Outlet Valve Assy. GX Series 42.0672.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Fuel Tank Outlet Valve Assy. GX Series 42.0672.
MPWSR,50.531,50.531,Fuel Tank Joint GX Series,Images\Manatee images\Fuel Tank Joint GX Series.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Fuel Tank Joint GX Series.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Fuel Tank Joint GX Series.
MPWSR,50.5338,50.5338,"Ignition Coil Assy. GX390, 188F","Images\Manatee images\Ignition Coil Assy. GX390, 188F.jpg","C:\Codex\AZCS Inventory\Images\Manatee images\Ignition Coil Assy. GX390, 188F.jpg",manatee_exact_name,Manatee images,"Matched local image on exact normalized name from Ignition Coil Assy. GX390, 188F."
MPWSR,50.534,50.534,On Off Switch GX Series 2 wire,Images\Manatee images\On Off Switch GX Series 2 wire.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\On Off Switch GX Series 2 wire.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from On Off Switch GX Series 2 wire.
