SKU,Item Name,Default Vendor Name,Default Unit Cost,Master Price,Current Selling Price,Last Price Update Date,Last Price Update Reason
3794,1/4 MEG 6507 WASHJET SPRAY NOZZLE,Barrens,5.39,,,,
3795,1/4 MEG 6508 WASHJET SPRAY NOZZLE,Barrens,5.39,,,,
3797,REPAIR KIT 3/8 S.S. B.B. SWIVEL,Barrens,6.71,,,,
3798,"DURAVIEW 3/8MPT INLET FILTER, 1/4"" PORTS",Barrens,19.34,,,,
3799,"DURAVIEW 1/2MPT INLET FILTER, 1/4"" PORTS",Barrens,21.69,,,,
3805,"TT9071EBF 2.8GPM 1500PSI 3400RPM 5/8"" ELEC. FLANGE",Barrens,379.29,,,,
3808,"2BK40H 3.95"" OD 2 GROOVE A/B SHEAVE",Barrens,39.22,,,,
3809,PMR OPTION VR54 2900 PSI INSTALLED ON PUMPS WITH 1,Barrens,67.50,,,,
3810,"H-1"" ID BUSHING",Barrens,8.77,,,,
3811,H-24mm ID BUSHING,Barrens,8.77,,,,
3812,"H-3/4"" ID BUSHING",Barrens,8.77,,,,
3813,"H-7/8"" ID BUSHING",Barrens,8.77,,,,
3814,"H-1 1/8"" ID BUSHING",Barrens,8.77,,,,
3815,H-25mm ID BUSHING,Barrens,8.77,,,,
3818,"99317500 SCREW, HEX SOCKET",Barrens,2.05,,,,
3819,"99320600 SCREW, HEX SOCKET",Barrens,2.71,,,,
3820,"99194300 SCREW, HEX SOCKET",Barrens,1.49,,,,
3821,"STEEL CROSS 3/4"" FPT 2000 PSI",Barrens,14.04,,,,
3824,96701400 COPPER WASHER,Barrens,0.93,,,,
3825,203476 WASHER STEEL ZP,Barrens,0.80,,,,
3826,(120)ST-510 POLY TRIGGER GUN 18.5GPM @ 365 PSI,Barrens,21.18,,,,
3827,IGNITION COIL ASSY GX160-200,Barrens,13.28,,,,
3828,"2BK90H 8.75"" OD 2 GROOVE A/B SHEAVE",Barrens,83.90,,,,
3830,9144 OIL SEAL KIT P200 P300 R51000,Barrens,5.34,,,,
3831,RECOIL STARTER RATCHET KIT GX160-390,Barrens,3.79,,,,
3833,10001-01285 SEAL KIT,Barrens,89.98,,,,
3834,1780040 CAST ALUM CONNECTING ROD,Barrens,11.61,,,,
3836,REPL. HANDLE FOR 7400PSI BALL VALVES,Barrens,4.04,,,,
3837,RECOIL STARTER PULLEY GX160-200,Barrens,5.19,,,,
3838,"96738000 GASKET, ALUMINUM, 3/8""",Barrens,1.14,,,,
3839,"96728000 WASHER, COPPER, .551 X .7",Barrens,1.18,,,,
3840,1980200 VALVE SEAT,Barrens,7.47,,,,
3841,RECOIL STARTER PULLEY GX240-270,Barrens,5.93,,,,
3843,RECOIL STARTER PULLEY GX340-390,Barrens,5.93,,,,
3844,1981130 PLUNGER SHOE SJV,Barrens,6.15,,,,
3845,.219 CERAMIC BALL FOR ACID INJECTOR,Barrens,0.97,,,,
3846,ROBOKIM ACID INJECTOR REPAIR KIT,Barrens,6.88,,,,
3847,COMPLETE SWITCH ASSY FOR ST-261S,Barrens,54.88,,,,
3850,PA HI-LO VARI-NOZZLE 3.5 (BROWN DOT),Barrens,17.16,,,,
3851,SET INTAKE & EXHAUST VALVES GX160-200,Barrens,7.56,,,,
3855,"H-5/8"" ID BUSHING",Barrens,10.46,,,,
3857,"2SF22EL 2.2GPM 2000PSI 1725RPM 5/8"" SHAFT ELECTRIC",Barrens,526.45,,,,
3859,GP PIN FOR SLIDE HAMMER,Barrens,8.08,,,,
3861,1982520 BRASS HOSE NIPPLE,Barrens,2.23,,,,
3863,SET INTAKE & EXHAUST VALVES GX340-390,Barrens,15.99,,,,
3866,KIT 2190 O-RING RSV,Barrens,7.70,,,,
3867,"ZGRS1000 RS500 GEAR REDUCTION 2.2 TO 1 FOR 1"" OD S",Barrens,444.85,,,,
3868,KIT 124 EZ VALVE CAP KIT,Barrens,87.05,,,,
3869,KIT 2288 PISTON XW M 20mm,Barrens,155.48,,,,
3870,KIT 128 EZ INTERMEDIATE RING KIT,Barrens,39.11,,,,
3871,KIT 129 HEADRINGS 18mm,Barrens,9.63,,,,
3872,KIT 131 EZ PACKING ASSEMBLY (1 CYL),Barrens,68.40,,,,
3873,KIT 89 EZ INTERMEDIATE RING KIT,Barrens,36.58,,,,
3875,KIT 125 EZ PACKING RETAINER & O-RING,Barrens,40.06,,,,
3876,KIT 130 EZ PACKING ASSY (1 CYL),Barrens,56.07,,,,
3878,"(200)QC PLUG 3/8"" FNPT STEEL PLATED",Barrens,1.60,,,,
3882,"ROLLER BUSHING TPU 3/4"" OD x 5/8"" ID FOR MXUCC3",Barrens,0.88,,,,
3883,2581 KIT VALVE XJ E,Barrens,14.89,,,,
3884,1260091 COPPER SLINGER WASHER,Barrens,1.05,,,,
3885,100316 GP JETTER VALVE FOR EZ SERIES,Barrens,74.50,,,,
3889,2760130 BRASS JET,Barrens,3.28,,,,
3890,XT814N 2.1GPM 2000PSI 1450RPM 24mm SHAFT,Barrens,369.36,,,,
3891,2760200 SPRING,Barrens,1.05,,,,
3892,2840130 BRASS PLUG,Barrens,3.93,,,,
3893,"547046 ROD, CONN, HS",Barrens,21.50,,,,
3896,394280 O-RING,Barrens,0.43,,,,
3900,RKA4G30N 4GPM 3000PSI 1750RPM 24mm SHAFT,Barrens,478.35,,,,
3901,"O-RING BUNA-N FOR 3/4"" QC SOCKETS",Barrens,0.63,,,,
3902,RKV4037-F24 3.5 GPM 30 (FKA RKV35G30AD-F24),Barrens,467.94,,,,
3907,"XTA2G15EBA-F8 2.1GPM 1450PSI 1750RPM 5/8""ID SHAFT",Barrens,393.58,,,,
3910,QC-MEG 2509 SPRAY NOZZLE GREEN HEAD,Barrens,5.48,,,,
3911,QC-MEG 4009 SPRAY NOZZLE WHITE HEAD,Barrens,5.48,,,,
3912,"BEND RESTRICTORS BLACK 1/2"" 1 WIRE HOSE 29",Barrens,3.02,,,,
3914,"3/8"" MPT HIGH LIMIT SWITCH 176 DEG F",Barrens,45.29,,,,
3915,"1/2"" MPT HIGH LIMIT SWITCH 176 DEG F",Barrens,45.29,,,,
3916,XWA9G30N 9GPM 3000PSI 1750RPM SUPERCEDED XW30.25N,Barrens,755.06,,,,
3919,"BRASS HEX NIPPLE 3/4"" MPT",Barrens,5.51,,,,
3920,"BRASS NIPPLE 3/4"" X CLOSE",Barrens,3.46,,,,
3921,BRASS STREET TEE 3/4FPTx3/4MPTx3/4FPT,Barrens,16.07,,,,
3922,BRASS HEX COUPLER 3/4 FPT X 1/2 FPT,Barrens,6.05,,,,
3923,117275 SPRING CVALVE,Barrens,9.69,,,,
3924,"125351 SEAL, OIL",Barrens,15.45,,,,
3925,17616 O-RING FOR CHECK VALVE PLUG,Barrens,1.98,,,,
3926,CAT 55337 OIL SEAL 2DX,Barrens,6.43,,,,
3929,"WHISPER WASH 11"" NEVER FLAT TIRE FOR 1/2"" AXLE. (A",Barrens,56.45,,,,
3932,MINI BALL VALVE 1/4FPTx1/4MPT 450PSI,Barrens,6.18,,,,
3933,MINI BALL VALVE 3/8FPTx3/8MPT 450PSI,Barrens,6.98,,,,
3934,MINI BALL VALVE 1/4FPTx1/4FPT 450PSI,Barrens,7.25,,,,
3936,BRASS HOSE BARB 3/8 HOSE X 1/4 FPT,Barrens,1.72,,,,
3937,W2.1L BOLT-ON UNLOADER W/INJECTOR 3000PS,Barrens,153.35,,,,
3940,W1.1L BOLT-ON UNLOADER W/INJECTOR 1600PS,Barrens,131.45,,,,
3941,8455 EACH CERAMIC PLUNGER 18mm,Barrens,17.10,,,,
3942,(25)THERMOSTAT ADJUSTABLE 86-194F 4000PSI,Barrens,27.26,,,,
3943,THERMOSTAT ADJUSTABLE 86-302F 4000PSI 16(4)A-380V,Barrens,27.26,,,,
3946,MINI BALL VALVE 3/8FPTx3/8FPT 450PSI,Barrens,6.98,,,,
3948,"BK34H 3.55"" OD 1 GROOVE A/B SHEAVE",Barrens,26.32,,,,
3949,"BK40H 3.95"" OD 1 GROOVE A/B SHEAVE",Barrens,24.93,,,,
3950,"BK45H 4.25"" OD 1 GROOVE A/B SHEAVE",Barrens,25.90,,,,
3951,"BK47H 4.45"" OD 1 GROOVE A/B SHEAVE",Barrens,28.88,,,,
3952,"BK52H 4.95"" OD 1 GROOVE A/B SHEAVE",Barrens,30.20,,,,
3953,"BK55H 5.25"" OD 1 GROOVE A/B SHEAVE",Barrens,29.97,,,,
3956,"BK70H 6.75"" OD 1 GROOVE A/B SHEAVE",Barrens,30.79,,,,
3957,"BK80H 7.75"" OD 1 GROOVE A/B SHEAVE",Barrens,41.04,,,,
3958,SET OF 6 ASSORTED S.S. O-RING PICKS,Barrens,6.18,,,,
3959,"2BK32H 3.35"" OD 2 GROOVE A/B SHEAVE",Barrens,37.87,,,,
3960,FLOAT S.S.NEEDLE VALVE GX160-200,Barrens,1.45,,,,
3961,"2BK36H 3.75"" OD 2 GROOVE A/B SHEAVE",Barrens,40.74,,,,
3962,"2BK45H 4.25"" OD 2 GROOVE A/B SHEAVE",Barrens,40.26,,,,
3963,"2BK47H 4.45"" OD 2 GROOVE A/B SHEAVE",Barrens,52.91,,,,
3964,"2BK50H 4.75"" OD 2 GROOVE A/B SHEAVE",Barrens,53.83,,,,
3965,"2BK52H 4.95"" OD 2 GROOVE A/B SHEAVE",Barrens,46.27,,,,
3966,2SFX30GZ PUMP 3.0/2500 3450 RPM GAS,Barrens,527.59,,,,
3967,FLOAT S.S. NEEDLE VALVE GX240-390,Barrens,1.65,,,,
3968,IDK 3.5 DIRT KILLER NOZZLE 4700 PSI [ORANGE],Barrens,181.42,,,,
3969,"30256 KIT, CUP (FPM-VITON) - 1/PUMP",Barrens,98.93,,,,
3970,"2BK70H 6.75"" OD 2 GROOVE A/B SHEAVE",Barrens,59.47,,,,
3971,"2BK80H 7.75"" OD 2 GROOVE A/B SHEAVE",Barrens,69.14,,,,
3972,"H-1 3/8"" ID BUSHING",Barrens,8.77,,,,
3975,6084.0080.00 MC25GR DIAPHRAGM PUMP,Barrens,608.75,,,,
3976,H-20mm ID BUSHING,Barrens,8.77,,,,
3977,H-28mm ID BUSHING,Barrens,10.46,,,,
3978,H-30mm ID BUSHING,Barrens,10.46,,,,
3979,0019.0058.00/19.0103.00 SEALING RING AXDPUMPS,Barrens,4.90,,,,
3980,KIT 9101A CAR WASH PACKING 20mm 47SERIES,Barrens,45.52,,,,
3981,"30312 KIT, SLEEVE & SEAL 1/PUMP",Barrens,83.88,,,,
3984,"30482 KIT, SEAL 1/PUMP",Barrens,63.09,,,,
3988,"30767 KIT, VALVE (1/PUMP)",Barrens,265.43,,,,
3989,"5026.0116.00 REBUILD KIT (INCLUDES CHECK VALVES, D",Barrens,163.91,,,,
3991,AR43238 VITON SEAL KIT,Barrens,292.71,,,,
3992,"BALL VALVE, 600 PSI, 1"" FPT, BRASS",Barrens,18.72,,,,
3993,"BALL VALVE, 600 PSI, 1 1/4"" FPT, BRASS",Barrens,29.57,,,,
3994,XWL42.15N 11.0GPM 2200PSI 1450RPM 24mm,Barrens,820.72,,,,
3995,"2633 RAIL KIT 1 3/4"" FOR RK, RKW & XM",Barrens,27.40,,,,
3997,ETB1511S17 2.6 GPM 2500 PSI 1450 RPM (TC1511S17),Barrens,367.12,,,,
3998,"ETB1507E345 3.0GPM 2700PSI 3400RPM 5/8"" SHAFT",Barrens,367.12,,,,
3999,"BALL VALVE, 600 PSI, 1 1/2"" FPT, BRASS",Barrens,41.34,,,,
4000,"(120)BRASS HOSE BARB 1"" HOSE X 3/4"" MPT",Barrens,6.66,,,,
4001,"BRASS HOSE BARB 1"" HOSE X 1"" MPT",Barrens,8.06,,,,
4002,SET WHEEL SPACERS 40mm & 127mm LONG (component in,Barrens,9.39,,,,
4003,"BRASS HOSE BARB 1 1/4"" HOSE X 1/2"" MPT (PUMP",Barrens,15.09,,,,
4004,"31088 KIT, REPAIR",Barrens,52.45,,,,
4006,AR42816 CHECK VALVE KIT,Barrens,143.95,,,,
4008,AR43279 DESMOPAN SEAL KIT,Barrens,36.45,,,,
4009,INDUSTRIAL WET SANDBLASTER - INCLUDES 0035 NOZZLE,Barrens,148.23,,,,
4011,"ROLL 1""x100' PVC AG CLEAR/WHITE SUCTION HOSE (TIGE",Barrens,123.80,,,,
4012,GP HEAD ONLY FOR SLIDE HAMMER,Barrens,21.02,,,,
4014,AR43281 BLUE FLEX SEAL KIT,Barrens,43.76,,,,
4015,"ROLL 1.5""x20' PVC AG CLEAR/WHITE SUCTION HOSE",Barrens,46.30,,,,
4016,"LIN. FT. BRAID-LOCK BLACK PUSH-ON 1/4"" HOSE 300 PS",Barrens,1.70,,,,
4017,"LIN. FT. BLACK PUSH-ON 1/2"" HOSE",Barrens,2.66,,,,
4018,"31684 KIT, SEAL",Barrens,90.90,,,,
4019,CASE CAT 6100 PUMP OIL 12-21 OZ.BOTTLES,Barrens,119.42,,,,
4020,EACH 21 OZ. BOTTLE CAT PUMP OIL,Barrens,10.24,,,,
4021,CASE 6-16 OZ. GP PUMP OIL,Barrens,53.33,,,,
4022,EACH 16 OZ. GP PUMP OIL,Barrens,9.03,,,,
4023,"31983 KIT, SEAL",Barrens,165.21,,,,
4025,ANTI-FATIGUE BELT FOR TELESCOPIC WANDS (FITS BOTH,Barrens,22.32,,,,
4026,1/4 MEG 6503 WASHJET SPRAY NOZZLE,Barrens,5.39,,,,
4027,1/4 MEG 6510 WASHJET SPRAY NOZZLE,Barrens,5.39,,,,
4028,"33394 SPRING, PRESSURE UNLP STZP",Barrens,9.69,,,,
4029,GP 13mm PACKING EXTRACTOR SOCKET ONLY,Barrens,7.58,,,,
4030,(5)GP PACKING EXTRACTOR KIT,Barrens,108.40,,,,
4031,DUAL COUPLER YELLOW W/ PLUGS,Barrens,6.71,,,,
4032,"340 5PFR PUMP 4.0/1800, 1725RPM",Barrens,832.86,,,,
4038,"30378 KIT, REPAIR",Barrens,56.27,,,,
4039,BRASS ADAPTER 3/8FPT X 3/8MPT HEAVY,Barrens,3.00,,,,
4041,GP 20mm PACKING EXTRACTOR SOCKET ONLY,Barrens,7.07,,,,
4042,STEEL HEX NIPPLE JIC 5/16 TUBE X 3/8MPT,Barrens,1.99,,,,
4043,KIT 108 HEADRING 16mm,Barrens,9.39,,,,
4045,KIT 71 INTERMEDIATE RING W/RESTOP,Barrens,56.47,,,,
4047,KIT 149 INTERMEDIATE RING KIT,Barrens,57.22,,,,
4048,BALANCER WEIGHT GX340-390,Barrens,24.98,,,,
4049,"350 5PFR CERAMIC PLUNGER, 5.0/1500, 1725RPM",Barrens,832.87,,,,
4050,"3CP1120 3CP CERAMIC PLUNGER, 4.2/2200 1725 RPM",Barrens,622.89,,,,
4052,43355 OIL PAN,Barrens,3.97,,,,
4053,5CP5120 PUMP 5GPM 3000PSI 1415RPM,Barrens,866.81,,,,
4054,45924 SPRING CHECK VALVE,Barrens,2.06,,,,
4055,REPL. AIR FILTER GX240 GX270,Barrens,10.83,,,,
4056,90256500 PACKING,Barrens,7.83,,,,
4057,100669 DURAVIEW REPAIR KIT,Barrens,3.64,,,,
4059,STEAM GUN SWIVEL REPAIR KIT,Barrens,65.32,,,,
4060,STEAM GUN VALVE REPAIR KIT,Barrens,82.40,,,,
4061,HEAD COVER GX160-200,Barrens,7.56,,,,
4062,5CP5140 5.5GPM 3500PSI 1500RPM 20mm SHAFT OR 5.2GP,Barrens,1038.51,,,,
4063,"6329-1-1 BEARING/BRAKE EPDM FOR 112, 117 AND SM SE",Barrens,7.74,,,,
4064,"BALL VALVE 316 S.S. 1/4"" FPT 2000 PSI",Barrens,28.04,,,,
4065,"BALL VALVE 316 S.S. 3/8"" FPT 2000 PSI",Barrens,28.45,,,,
4066,"BALL VALVE 316 S.S. 1/2"" FPT 2000 PSI",Barrens,36.07,,,,
4067,"BALL VALVE 316 S.S. 3/4"" FPT 2000 PSI",Barrens,49.66,,,,
4074,"KIT 1856 OIL SEALS XRA E, XRV E",Barrens,32.20,,,,
4075,KIT 92 PACKING ASSY.,Barrens,52.83,,,,
4077,"46248 RETAINER, PISTON",Barrens,9.57,,,,
4078,KIT 1842 CERAMIC COATED PISTONS 18mm,Barrens,138.81,,,,
4080,KIT 72 HM UNLOADER REPAIR KIT,Barrens,36.45,,,,
4082,46730 WASHER SEAL NBR,Barrens,4.54,,,,
4084,GP 16mm PACKING EXTRACTOR SOCKET ONLY,Barrens,8.45,,,,
4087,"48365 BACKUP-RING, SEAT",Barrens,6.43,,,,
4088,STEEL ADAPTER 3/8FPT X 3/8MPT 4000 PSI,Barrens,2.45,,,,
4091,8469 PLUNGER ASSEMBLY P217/P218/P219,Barrens,54.89,,,,
4092,"48754 SLINGER, BARRIER",Barrens,1.64,,,,
4094,542403 PLUNGER M16X27,Barrens,43.39,,,,
4095,BURNER MOTOR 115/230V/60HZ 1/4HP CAPACITOR START 3,Barrens,213.53,,,,
4096,SUCTION LINE STRAINER W/MGH OUTLET,Barrens,21.36,,,,
4097,"DOUBLE SHUT-OFF SOCKET 1/4"" FPT STEEL ZINC PLATED",Barrens,15.04,,,,
4098,"DOUBLE SHUT-OFF SOCKET 3/8"" FPT STEEL ZINC PLATED",Barrens,16.82,,,,
4099,"DOUBLE SHUT-OFF STEEL PLUG 1/4"" FPT",Barrens,7.13,,,,
4100,"DOUBLE SHUT-OFF STEEL PLUG 3/8"" FPT",Barrens,8.32,,,,
4101,"DOUBLE SHUT-OFF SOCKET 1/2"" FPT STEEL ZINC PLATED",Barrens,22.25,,,,
4102,"DOUBLE SHUT-OFF STEEL PLUG 1/2"" FPT",Barrens,10.31,,,,
4105,H-22mm ID BUSHING,Barrens,10.46,,,,
4106,PRECUT 20' BLACK ELECTRIC CORD 10/3 SOOW,Barrens,64.92,,,,
4107,PA VB3KA UNLOADER 6.5GPM 323 PSI TO 3650 PSI 3/8 M,Barrens,44.89,,,,
4108,548230 PISTON ASSY,Barrens,50.13,,,,
4109,ST-357 3.5 TURBO NOZZLE 3600 PSI 190 DEG VIOLET,Barrens,60.70,,,,
4112,1/4 MEG 0504 WASHJET SPRAY NOZZLE,Barrens,5.39,,,,
4115,HEAD COVER GX340-390,Barrens,8.01,,,,
4117,"(24)H.D. SIPHON PUMP 7 GPM FITS 15,30&55 GAL GRAY",Barrens,19.73,,,,
4120,"2729 RAIL KIT 5/8"" FOR XM & SXM SERIES",Barrens,16.43,,,,
4121,"46260 SPRING, INJ, S 7231, 2X, 2DX, 3DX",Barrens,0.96,,,,
4122,"46259 BALL, SEAT, INJ, S 2X, 2DX, 3DX",Barrens,1.33,,,,
4125,CYLINDER HEAD ASSY GX160,Barrens,56.14,,,,
4126,(50)SUTTNER ST-1100 SPRAY GUN 7GPM 3000PSI,Barrens,23.56,,,,
4127,"76260 KIT, VALVE",Barrens,135.62,,,,
4128,KIT 2782 WATER SEAL XW XWA 20mm,Barrens,79.74,,,,
4129,"7429-4 ASSY. DRAG BRAKE, 1/2"" FOR 1125 SERIES WITH",Barrens,8.98,,,,
4130,1265890 ALUM. INLET CONNECTOR,Barrens,19.84,,,,
4132,76262 KIT SEAL,Barrens,116.86,,,,
4134,96707000 COPPER WASHER,Barrens,1.62,,,,
4135,"1""x20' PVC AG CLEAR/WHITE SUCTION HOSE",Barrens,29.40,,,,
4136,31762-005 FUEL GUN ASSY FOR EHASR,Barrens,114.37,,,,
4137,WAYNE MSR-DC 12V BURNER W/7116 PUMP,Barrens,850.54,,,,
4138,STEEL MALE ELBOW 1/2MPT X 1/2MPT 3000PSI,Barrens,4.80,,,,
4139,45618 MALE ADAPTER 7FR,Barrens,10.85,,,,
4140,"44550 FEMALE ADAPTER 56,57,59,60",Barrens,15.00,,,,
4141,ST-75 FOOD GRADE FOAM NOZZLE W/10.0 NOZZLE,Barrens,103.89,,,,
4142,"90162500 OIL SEAL, 22 X 32 X 5.5",Barrens,2.74,,,,
4143,DISCONNECT FEMALE YELLOW INSULATED TERMINAL 12-10,Barrens,0.35,,,,
4148,CYLINDER HEAD ASSY GX200,Barrens,60.22,,,,
4149,94-380-02 PUMP HEAD 8000 SERIES SHURFLO,Barrens,125.79,,,,
4150,1215.0586.00 UNLOADER CARTRIDGE 4000PSI,Barrens,69.64,,,,
4151,"CRIMP FITTING 3/8"" STEM X SOLID 3/8MPT 14",Barrens,6.06,,,,
4152,"CRIMP FITTING 3/8"" STEM X SWIVEL 3/8MPT 14",Barrens,10.96,,,,
4155,KIT 08HP (ORIGINAL STYLE) PACKING 20mm,Barrens,36.31,,,,
4156,"0202.0153.00 PISTON ZW,LW 15mm",Barrens,37.72,,,,
4157,GP QC 4008 WHITE NOZZLE,Barrens,3.71,,,,
4158,"ROLL 4500PSI 3/8""x450' BLACK NEPTUNE",Barrens,1192.09,,,,
4159,LIN FT CUSTOM 4500 PSI 3/8 BLACK NEPTUNE,Barrens,2.89,,,,
4160,O-RING 2.90X1.78,Barrens,0.81,,,,
4162,"HPC 36"" ROUND MOLDED GRIP LANCE",Barrens,4.84,,,,
4163,RING-BACK UP,Barrens,1.75,,,,
4164,CYLINDER HEAD ASSY GX240,Barrens,100.06,,,,
4165,2409.0074.00 PISTON KIT 20mm RW,Barrens,150.00,,,,
4166,10001-01387 PACKING KIT RW SERIES,Barrens,164.00,,,,
4167,CYLINDER HEAD ASSY GX270,Barrens,100.06,,,,
4168,S.S. PRESSURE GAUGE 0-300 PSI 1/4 MPT,Barrens,12.26,,,,
4169,S.S. PRESSURE GAUGE 0-1000 PSI 1/4 MPT,Barrens,12.26,,,,
4170,CYLINDER HEAD ASSY GX340,Barrens,113.04,,,,
4171,CYLINDER HEAD ASSY GX390,Barrens,118.09,,,,
4172,EACH CARB INSULATOR GX160,Barrens,2.02,,,,
4173,EACH CARB INSULATOR GX200,Barrens,2.02,,,,
4174,EACH CARB INSULATOR GX240-270,Barrens,3.56,,,,
4177,CONTROL SPRINGS GX160 & GX200,Barrens,1.93,,,,
4178,CONTROL SPRINGS GX240 & GX270,Barrens,2.37,,,,
4179,CONTROL SPRINGS GX340 & GX390,Barrens,2.82,,,,
4185,"10001-01360 GASKET KIT, 18mm, TW SERIES",Barrens,127.00,,,,
4186,"5025.0020.00 VALVE KIT, TW SERIES",Barrens,87.87,,,,
4187,45854 INLET VALVE (304S.S.) 2SF,Barrens,13.16,,,,
4188,GLOBAL HOUR/TACH MAINTENANCE METER,Barrens,41.75,,,,
4189,"10001-01617 VALVE KIT, TW SERIES",Barrens,105.16,,,,
4192,"BALL VALVE 3-WAY 1/2"" FPT, 400 WOG",Barrens,16.37,,,,
4193,"(10)DELUXIFIED ZZDBL36"" H.D. DUAL LANCE",Barrens,96.29,,,,
4194,GP 18mm PACKING EXTRACTOR SOCKET ONLY,Barrens,7.58,,,,
4196,"100331 VALVE, PILOT ASSY.FOR 100329 FLOW SWITCH",Barrens,18.55,,,,
4197,36256551 CHEM REGULATION KNOB,Barrens,4.21,,,,
4200,"44211570 BRASS BUSHING, EZ 15mm",Barrens,2.40,,,,
4201,"50150074 SIDE BEARING COVER, EZ",Barrens,6.68,,,,
4204,PMR INSTALLED OPTION VR54 2900 PSI PUMPS 3/8FPT,Barrens,65.54,,,,
4206,701009 O-RING BUNA-N,Barrens,0.86,,,,
4208,"ROLL 3000 PSI 1/2""x500' BLACK NEPTUNE 14",Barrens,1512.13,,,,
4209,"POLY 1 1/2"" BULKHEAD FITTING",Barrens,15.87,,,,
4210,"LIN FT 3000 PSI 1/2"" BLACK NEPTUNE HOSE (SOLD IN 2",Barrens,2.83,,,,
4211,701019 O-RING BUNA-N,Barrens,0.80,,,,
4212,KIT 109 (NEW STYLE) PACKING 16mm,Barrens,112.62,,,,
4213,PA VB10/YU3678 UNLOADER 8 GPM 3650 PSI,Barrens,109.01,,,,
4214,90358400 O-RING 10.82 X 1.78,Barrens,2.29,,,,
4215,SET (2) VALVE SPRING GX240-390,Barrens,5.00,,,,
4216,"1/2MPT HIGH LIMIT SWITCH 225 DEG F. WITH 42"" WIRE",Barrens,43.28,,,,
4217,(XFER 4301) 5 PACK 60030-1 PROTEK VALVES 135 PS,Barrens,86.13,,,,
4219,90360800 O-RING,Barrens,0.97,,,,
4221,"4500 PSI 3/8""x75' BLACK NEPTUNE HOSE",Barrens,210.06,,,,
4223,"10007666 NOZZLE 2.0mm FOR K3.0, K5.0 & K7.0 UNLOAD",Barrens,13.12,,,,
4224,10007766 NOZZLE 2.5mm FOR K3.1 K5.1 K7.1,Barrens,13.12,,,,
4227,"10007870 OUTLET NIPPLE 3/8 BSPP 3.0mm FOR K3.0, K3",Barrens,16.49,,,,
4229,"10016170 OUTLET NIPPLE 3/8 BSPP 3.5mm FOR K3.3, K5",Barrens,16.49,,,,
4231,7853 O-RING,Barrens,0.65,,,,
4232,EACH OIL SEAL GX160-200,Barrens,2.74,,,,
4235,90384300 O-RING BUNA-N,Barrens,0.86,,,,
4240,"TSF VALVE CAP O-RING, BUNA-N 90385700",Barrens,1.12,,,,
4241,880840 O-RING FOR PISTON GUIDE XR SERIES,Barrens,0.48,,,,
4242,480480 O-RING FOR PISTON GUIDE XT (2mm x 4mm ID BU,Barrens,0.43,,,,
4243,120000005 VALVE ASSY ST-53 DUAL LANCE,Barrens,12.42,,,,
4249,"90511500 RING, ANTI EXTRUSION",Barrens,6.68,,,,
4250,47120941 MANIFOLD 47 SERIES NICKEL PLATE,Barrens,576.12,,,,
4254,U.M.R. KIT VR54 FITS PUMPS UP TO 2900PSI WITH 1/2F,Barrens,65.37,,,,
4255,HANDLE ASSY W/SCREWS FOR HOSE REELS,Barrens,5.42,,,,
4256,"14048 O-RING, COVER, REAR, C/C, NBR 5DX",Barrens,6.18,,,,
4257,1/4 MEG 0060 WASHJET SPRAY NOZZLE,Barrens,5.39,,,,
4258,EACH OIL SEAL GX340-390,Barrens,4.53,,,,
4259,GP QC 4010 WHITE NOZZLE,Barrens,3.71,,,,
4260,TPL027 TURBO NOZZLE 4000 PSI (25027),Barrens,33.13,,,,
4261,94743600 SPRING,Barrens,6.86,,,,
4262,36311870 K7.2 3/8 BYPASS NIPPLE ORIFICE,Barrens,17.02,,,,
4269,96710100 FLINGER WASHER,Barrens,3.13,,,,
4270,44040266 PLUNGER 13mm x 45mm (CERAMIC COATED STEEL,Barrens,81.52,,,,
4271,STEEL MALE ELBOW JIC 5/16-20 X3/8 MPT,Barrens,4.51,,,,
4274,"98204100 PLUG, 1/4 X 9",Barrens,5.23,,,,
4280,1/4 MEG 05065 WASHJET SPRAY NOZZLE,Barrens,5.39,,,,
4288,EACH PUSH ROD GX160-200,Barrens,1.59,,,,
4290,1/4 MEG 0505 WASHJET SPRAY NOZZLE,Barrens,5.39,,,,
4291,TPL033 TURBO NOZZLE 4000 PSI (25033),Barrens,33.13,,,,
4292,3019.0033.00 STAR SNAP RING OIL SIGHT GAUGE,Barrens,3.15,,,,
4293,1/4 MEG 0515 WASHJET SPRAY NOZZLE,Barrens,5.39,,,,
4294,9.0198.00 BRASS PACKING RETAINER,Barrens,18.35,,,,
4295,EACH PUSH ROD GX340-390,Barrens,2.37,,,,
4296,"98221600 VALVE CAP, TP2530",Barrens,12.22,,,,
4297,EACH RECOIL STARTER SPRING GX160-200,Barrens,4.97,,,,
4299,"98222600 VALVE CAP, EZ",Barrens,15.52,,,,
4301,DELAVAN PROTEK VALVE 60030-1 135 PSI,Barrens,17.72,,,,
4302,"4500 PSI 3/8""x150' BLACK NEPTUNE HOSE",Barrens,381.32,,,,
4303,ST-357 4.0 TURBO NOZZLE 3600 PSI 190 DEG BROWN,Barrens,60.70,,,,
4304,ST-357 4.5 TURBO NOZZLE 3600 PSI 190 DEG LIGHT GRE,Barrens,60.70,,,,
4305,ST-357 5.0 TURBO NOZZLE 3600 PSI 190 DEG BLACK,Barrens,60.70,,,,
