"VariantBase","ItemName","Action","KeptSku","SKU","Vendor","Price","DefaultUnitCost"
"BURNER NOZZLE ADAPT NEF X FPT","BURNER NOZZLE ADAPT 9/16-24NEF X 1/4 FPT","KEEP","3785","3785","Barrens","16.99","12.13"
"BURNER NOZZLE ADAPT NEF X FPT","BURNER NOZZLE ADAPT 9/16-24NEF X 1/8 FPT","DROP","3785","3720","Barrens","8.99","5.76"
"BUSHING JA V JA PULLEY","BUSHING, 1"" JA FOR 3-3V 265 JA PULLEY","KEEP","85.603.055","85.603.055","BE","30.99","23.00"
"BUSHING JA V JA PULLEY","BUSHING, 3/4"" JA FOR 3-3V 265 JA PULLEY","DROP","85.603.055","85.603.033","BE","25.99","19.00"
"BY FOOT YELLOW PONASPRAY PSI","BY THE FOOT 5/8"" yellow PonaSpray 600 psi","KEEP","B06-063YEN-BTF","B06-063YEN-BTF","MPWSR","1.67","1.45"
"BY FOOT YELLOW PONASPRAY PSI","BY THE FOOT 3/8"" yellow PonaSpray 600 psi","DROP","B06-063YEN-BTF","B06-038YEN-BTF","MPWSR","1.25","1.20"
"BY FOOT YELLOW PONASPRAY PSI","BY THE FOOT 1/2 "" yellow PonaSpray 600 psi","DROP","B06-063YEN-BTF","B06-050YEN-BTF","MPWSR","1.60","1.50"
"CABLE LUG GA PLATED","Cable Lug 6GA 5/16"" Plated","KEEP","36164","36164","MPWSR","1.60","1.10"
"CABLE LUG GA PLATED","Cable Lug 6GA 1/4"" Plated","DROP","36164","36163","MPWSR","1.60","1.10"
"CABLE LUG GA PLATED","Cable Lug 6GA 3/8"" Plated","DROP","36164","36165","MPWSR","1.60","0.99"
"CAMLOCK ALUM A","CAMLOCK, ALUM 1 1/2"" A","KEEP","90.390.112","90.390.112","BE","13.99","9.44"
"CAMLOCK ALUM A","CAMLOCK, ALUM 3/4"" A","DROP","90.390.112","90.390.034","BE","5.99","3.94"
"CAMLOCK ALUM B","CAMLOCK, ALUM 3"" B","KEEP","90.391.300","90.391.300","BE","29.99","22.00"
"CAMLOCK ALUM B","CAMLOCK, ALUM 3/4"" B","DROP","90.391.300","90.391.034","BE","10.99","7.64"
"CAMLOCK ALUM B","CAMLOCK, ALUM 1"" B","DROP","90.391.300","90.391.100","BE","11.99","8.20"
"CAMLOCK ALUM B","CAMLOCK, ALUM 1 1/2"" B","DROP","90.391.300","90.391.112","BE","17.99","12.52"
"CAMLOCK ALUM B","CAMLOCK, ALUM 2"" B","DROP","90.391.300","90.391.200","BE","18.99","13.53"
"CAMLOCK ALUM C","CAMLOCK, ALUM 1 1/2"" C","KEEP","90.392.112","90.392.112","BE","18.99","13.25"
"CAMLOCK ALUM C","CAMLOCK, ALUM 1 1/4"" C","DROP","90.392.112","90.392.114","BE","17.99","12.77"
"CAMLOCK ALUM D","CAMLOCK, ALUM 3"" D","KEEP","90.393.300","90.393.300","BE","32.99","24.00"
"CAMLOCK ALUM D","CAMLOCK, ALUM 3/4"" D","DROP","90.393.300","90.393.034","BE","11.99","8.37"
"CAMLOCK ALUM D","CAMLOCK, ALUM 1"" D","DROP","90.393.300","90.393.100","BE","12.99","9.23"
"CAMLOCK ALUM D","CAMLOCK, ALUM 1 1/2"" D","DROP","90.393.300","90.393.112","BE","17.99","12.77"
"CAMLOCK ALUM D","CAMLOCK, ALUM 2"" D","DROP","90.393.300","90.393.200","BE","20.99","15.00"
"CAMLOCK ALUM DC","CAMLOCK, ALUM 2"" DC","KEEP","90.396.200","90.396.200","BE","18.99","13.17"
"CAMLOCK ALUM DC","CAMLOCK, ALUM 3/4"" DC","DROP","90.396.200","90.396.034","BE","10.99","7.02"
"CAMLOCK ALUM F","CAMLOCK, ALUM 3"" F","KEEP","90.395.300","90.395.300","BE","22.99","16.69"
"CAMLOCK ALUM F","CAMLOCK, ALUM 3/4"" F","DROP","90.395.300","90.395.034","BE","6.99","4.29"
"CAMLOCK ALUM F","CAMLOCK, ALUM 1"" F","DROP","90.395.300","90.395.100","BE","8.99","5.28"
"CAMLOCK ALUM F","CAMLOCK, ALUM 1 1/2"" F","DROP","90.395.300","90.395.112","BE","10.99","7.66"
"CAMLOCK ALUM F","CAMLOCK, ALUM 2"" F","DROP","90.395.300","90.395.200","BE","12.99","9.28"
"CAMLOCK FITTING POLYPRO GTIN","CAMLOCK FITTING, POLYPRO2"" [GTIN 777897131307]","KEEP","90.737.300","90.737.300","BE","28.99","21.00"
"CAMLOCK FITTING POLYPRO GTIN","CAMLOCK FITTING,POLYPRO 2"" [GTIN 777897131338]","DROP","90.737.300","90.737.040","BE","10.99","7.13"
"CAMLOCK FITTING POLYPRO GTIN","CAMLOCK FITTING POLYPRO2"" [GTIN 777897131314]","DROP","90.737.300","90.737.100","BE","8.99","5.90"
"CAMLOCKFITT PP TYPE C","CAMLOCKFITT,PP1-1/4""TYPE C","KEEP","90.722.114","90.722.114","BE","17.99","13.03"
"CAMLOCKFITT PP TYPE C","CAMLOCKFITT,PP1 1/2""TYPE C","DROP","90.722.114","90.722.112","BE","16.99","12.23"
"CAMLOCKFITT PP TYPE F","CAMLOCKFITT,PP1 1/2""TYPE F","KEEP","90.725.112","90.725.112","BE","4.99","2.86"
"CAMLOCKFITT PP TYPE F","CAMLOCKFITT,PP1-1/4""TYPE F","DROP","90.725.112","90.725.114","BE","4.99","2.61"
"CAMLOCKFITTING PP TYPE C","CAMLOCKFITTING,PP 3""TYPE C","KEEP","90.722.300","90.722.300","BE","27.99","20.00"
"CAMLOCKFITTING PP TYPE C","CAMLOCKFITTING,PP 1""TYPE C","DROP","90.722.300","90.722.100","BE","11.99","8.09"
"CARB REPAIR GX","CARB REPAIR KIT GX240","KEEP","3296","3296","Barrens","16.99","12.29"
"CARB REPAIR GX","CARB REPAIR KIT GX160","DROP","3296","3249","Barrens","13.99","9.81"
"CARB REPAIR GX","CARB REPAIR KIT GX200","DROP","3296","3295","Barrens","13.99","9.66"
"CARB REPAIR GX","CARB REPAIR KIT GX270","DROP","3296","3299","Barrens","15.99","10.92"
"CARB REPAIR GX","CARB REPAIR KIT GX340","DROP","3296","3313","Barrens","15.99","10.92"
"CARB REPAIR GX","CARB REPAIR KIT GX390","DROP","3296","3316","Barrens","15.99","10.77"
"CARBURETOR ASSY GX","Carburetor Assy GX 200 50.5063","KEEP","42.0081","42.0081","MPWSR","37.50","25.00"
"CARBURETOR ASSY GX","Carburetor Assy GX 160","DROP","42.0081","42.008","MPWSR","37.00","25.73"
"CARBURETOR ASSY GX F","Carburetor Assy GX 390. 188F","KEEP","42.0085","42.0085","MPWSR","53.00","32.90"
"CARBURETOR ASSY GX F","Carburetor Assy GX 240. 173F","DROP","42.0085","42.0082","MPWSR","42.00","29.40"
"CARBURETOR ASSY GX F","Carburetor Assy GX 270. 177F","DROP","42.0085","42.0083","MPWSR","45.60","31.91"
"CARBURETOR ASSY GX F","Carburetor Assy GX 340. 182F","DROP","42.0085","42.0084","MPWSR","44.95","29.99"
"CARBURETOR GX","CARBURETOR GX390","KEEP","5791","5791","Barrens","64.99","48.56"
"CARBURETOR GX","CARBURETOR GX160","DROP","5791","5760","Barrens","36.99","27.12"
"CARBURETOR GX","CARBURETOR GX200","DROP","5791","5761","Barrens","36.99","27.66"
"CARBURETOR GX","CARBURETOR GX240","DROP","5791","5768","Barrens","60.99","45.17"
"CARBURETOR GX","CARBURETOR GX270","DROP","5791","5777","Barrens","61.99","45.99"
"CARBURETOR GX","CARBURETOR GX340","DROP","5791","5787","Barrens","62.99","46.96"
"CARD BE X MM","CARD, ""BE"" #4 (165x263MM) FOR 85.650.073","KEEP","85.650.093","85.650.093","BE","5.99","3.17"
"CARD BE X MM","CARD, ""BE"" #1 (72x90MM) FOR 85.650.070","DROP","85.650.093","85.650.090","BE","2.99","0.23"
"CARD BE X MM","CARD, ""BE"" #2 (89x102MM) FOR 85.650.071","DROP","85.650.093","85.650.091","BE","3.99","1.26"
"CARD BE X MM","CARD, ""BE"" #5 (97x136MM) FOR 85.650.074","DROP","85.650.093","85.650.094","BE","2.99","0.23"
"CASE GP PUMP OIL","CASE 24-16 OZ. GP PUMP OIL","KEEP","5864","5864","Barrens","209.99","166.56"
"CASE GP PUMP OIL","CASE 6-16 OZ. GP PUMP OIL","DROP","5864","4021","Barrens","68.99","53.33"
"CAST IRON BURNER RING ORIFICE","8102.0189.00 CAST IRON BURNER RING 66-69 ORIFICE","KEEP","6676","6676","Barrens","449.00","356.18"
"CAST IRON BURNER RING ORIFICE","8102.0120.00 CAST IRON BURNER RING 32-69 ORIFICE","DROP","6676","6674","Barrens","184.99","141.06"
"CAST IRON BURNER RING ORIFICE","8102.0141.00 CAST IRON BURNER RING 44-69 ORIFICE","DROP","6676","6675","Barrens","274.99","214.14"
"CEILING BOOM DKZ","65.039 CEILING BOOM DKZ 5'9""","KEEP","6704","6704","Barrens","939.00","776.22"
"CEILING BOOM DKZ","65.019 CEILING BOOM DKZ 5'1""","DROP","6704","6694","Barrens","919.00","759.48"
"CERAMIC PISTON","2409.0073.00 KIT 18mm CERAMIC PISTON (3)","KEEP","2942","2942","Barrens","209.99","156.29"
"CERAMIC PISTON","44040109 CERAMIC PISTON 18mm","DROP","2942","1619","Barrens","71.99","54.22"
"CERAMIC PISTON","50040409 CERAMIC PISTON 20mm","DROP","2942","1620","Barrens","75.99","57.15"
"CERAMIC PISTON","51040166/51040109 CERAMIC PISTON 18mm","DROP","2942","1621","Barrens","75.99","57.40"
"CERAMIC PISTON","47040409 CERAMIC PISTON 20mm","DROP","2942","1622","Barrens","75.99","57.40"
"CERAMIC PISTON","0202.0022.00 CERAMIC PISTON 18mm","DROP","2942","1867","Barrens","58.99","44.17"
"CERAMIC PISTON","47040509 CERAMIC PISTON 22mm","DROP","2942","2413","Barrens","69.99","52.71"
"CERAMIC PISTON","47040856 CERAMIC PISTON 16mm","DROP","2942","2460","Barrens","123.99","94.09"
"CERAMIC PISTON","2409.0074.00 KIT 20mm CERAMIC PISTON (3)","DROP","2942","3174","Barrens","199.99","150.00"
"CERAMIC PISTON","2409.0072.00 KIT 18mm CERAMIC PISTON (3)","DROP","2942","3578","Barrens","159.99","120.83"
"CERAMIC PISTON LONG","52040009 CERAMIC PISTON 15mm 37.5mm long","KEEP","1617","1617","Barrens","68.99","51.75"
"CERAMIC PISTON LONG","51040009 CERAMIC PISTON 15mm 25mm long","DROP","1617","1618","Barrens","59.99","44.82"
"CERAMIC PISTON MMX MMX MM","KIT 2542 CERAMIC PISTON 20mmx13mmx45mm","KEEP","5981","5981","Barrens","199.99","150.49"
"CERAMIC PISTON MMX MMX MM","1420430 CERAMIC PISTON 20mmx13mmx45mm","DROP","5981","1274","Barrens","66.99","49.89"
"CERAMIC PISTON MMX MMX MM","1260210 CERAMIC PISTON 18mmx8mmx30mm","DROP","5981","3390","Barrens","43.99","32.97"
"CERAMIC PISTON MMX MMX MM","1780070 CERAMIC PISTON 15mmx8mmx35mm","DROP","5981","5318","Barrens","47.99","35.26"
"CERAMIC PISTON MMX MMX MM","1380940 CERAMIC PISTON 18mmx11mmx40mm","DROP","5981","5334","Barrens","52.99","39.67"
"CERAMIC PLUNGER","43311 CERAMIC PLUNGER 51,55,550","KEEP","2810","2810","Barrens","149.99","113.16"
"CERAMIC PLUNGER","60040009 CERAMIC PLUNGER 15MM","DROP","2810","2676","Barrens","66.99","49.69"
"CERAMIC PLUNGER","43232 CERAMIC PLUNGER 53,56,57,58,59,60","DROP","2810","2729","Barrens","134.99","103.16"
"CERAMIC PLUNGER","60040109 CERAMIC PLUNGER 18MM","DROP","2810","2730","Barrens","66.99","49.69"
"CERAMIC PLUNGER TSF","66040109 22MM CERAMIC PLUNGER TSF","KEEP","6617","6617","Barrens","112.99","85.24"
"CERAMIC PLUNGER TSF","66040009 20MM CERAMIC PLUNGER TSF","DROP","6617","6616","Barrens","107.99","81.70"
"CHECK VALVE","KIT 15066 CHECK VALVE","KEEP","5394","5394","Barrens","299.99","225.37"
"CHECK VALVE","5025.0075.00 CHECK VALVE KIT (6)","DROP","5394","3411","Barrens","60.99","46.18"
"CHECK VALVE","76146 KIT CHECK VALVE","DROP","5394","3453","Barrens","20.99","14.61"
"CHECK VALVE","1540170 CHECK VALVE","DROP","5394","4913","Barrens","5.99","3.80"
"CHECK VALVE","Check Valve 1/2""","DROP","5394","63042","Tucker","25.21","17.65"
"CHECK VALVES","KIT 62 CHECK VALVES (6)","KEEP","5143","5143","Barrens","199.99","149.21"
"CHECK VALVES","KIT 123 CHECK VALVES","DROP","5143","1616","Barrens","86.99","64.19"
"CHEMICAL INJECTOR SS QC S","2.3mm Chemical Injector (100776) w/ 1/2"" SS QC's","KEEP","INJECTORASSEMBLY2.3-050","INJECTORASSEMBLY2.3-050","MPWSR","47.89","30.56"
"CHEMICAL INJECTOR SS QC S","1.8mm Chemical Injector (100774) w/ SS QC's","DROP","INJECTORASSEMBLY2.3-050","INJECTORASSEMBLY1.8","MPWSR","34.63","21.38"
"CHEMICAL INJECTOR SS QC S","2.1mm Chemical Injector (100775) w/ SS QC's","DROP","INJECTORASSEMBLY2.3-050","INJECTORASSEMBLY2.1","MPWSR","34.63","21.38"
"CHEMICAL INJECTOR SS QC S","2.3mm Chemical Injector (100776) w/ SS QC's","DROP","INJECTORASSEMBLY2.3-050","INJECTORASSEMBLY2.3","MPWSR","34.63","21.38"
"CKC GR PSI SUPER DUTYGEARDRIV","CKC 38/17-GR 10GPM 2500PSI 1"" SUPER DUTYGEARDRIV","KEEP","7294","7294","Barrens","1799.00","1518.85"
"CKC GR PSI SUPER DUTYGEARDRIV","CKC 38/20-GR 10GPM 2500PSI 1-1/8SUPER DUTYGEARDRIV","DROP","7294","6515","Barrens","1649.00","1388.20"
"CKC S PSI SUPER DUTY RPM","CKC 38/20-S 10GPM 2500PSI SUPER DUTY 1450RPM 24mm","KEEP","6512","6512","Barrens","1299.00","1083.59"
"CKC S PSI SUPER DUTY RPM","CKC 26/30-S 7.0GPM 4350PSI SUPER DUTY1450RPM","DROP","6512","6511","Barrens","1159.00","956.56"
"CLEAR BOWL WATER FILTER FPT MESH","(10)CLEAR BOWL WATER FILTER 1"" FPT 80 MESH","KEEP","4423","4423","Barrens","70.99","53.95"
"CLEAR BOWL WATER FILTER FPT MESH","CLEAR BOWL WATER FILTER 1/2"" FPT 80 MESH","DROP","4423","4421","Barrens","42.99","31.56"
"CLEAR BOWL WATER FILTER FPT MESH","(30)CLEAR BOWL WATER FILTER 3/4"" FPT 80 MESH","DROP","4423","4422","Barrens","42.99","31.79"
"CLEAR BOWL WATER FILTER FPT MESH","CLEAR BOWL WATER FILTER 1/2"" FPT 50 MESH","DROP","4423","4450","Barrens","38.99","28.52"
"CLEAR BOWL WATER FILTER FPT MESH","CLEAR BOWL WATER FILTER 3/4"" FPT 50 MESH","DROP","4423","4451","Barrens","38.99","28.75"
"CLEAR BOWL WATER FILTER FPT MESH","(10)CLEAR BOWL WATER FILTER 1"" FPT 50 MESH","DROP","4423","4455","Barrens","64.99","48.55"
"CLEAR BOWL WATER FILTER MESH","CLEAR BOWL WATER FILTER 1 1/2"" 80 MESH","KEEP","4478","4478","Barrens","83.99","63.15"
"CLEAR BOWL WATER FILTER MESH","CLEAR BOWL WATER FILTER 1 1/4"" 50 MESH","DROP","4478","4475","Barrens","71.99","54.00"
"CLEAR BOWL WATER FILTER MESH","CLEAR BOWL WATER FILTER 1 1/4"" 80 MESH","DROP","4478","4476","Barrens","77.99","58.78"
"CLEAR BOWL WATER FILTER MESH","CLEAR BOWL WATER FILTER 1 1/2"" 50 MESH","DROP","4478","4477","Barrens","77.99","58.56"
"CLEAR POLY BRAIDED HOSE PER FT","1 1/2"" Clear Poly Braided Hose (per ft)","KEEP","RAMP-150-CBH-BTF","RAMP-150-CBH-BTF","MPWSR","5.60","3.59"
"CLEAR POLY BRAIDED HOSE PER FT","1/4"" Clear Poly Braided Hose (per ft)","DROP","RAMP-150-CBH-BTF","RAMP-025-CBH-BTF","MPWSR","0.55","0.35"
"CLEAR POLY BRAIDED HOSE PER FT","3/8'' Clear Poly Braided Hose (per ft)","DROP","RAMP-150-CBH-BTF","RAMP-038-CBH-BTF","MPWSR","0.85","0.50"
"CLEAR POLY BRAIDED HOSE PER FT","1/2'' Clear Poly Braided Hose (per ft)","DROP","RAMP-150-CBH-BTF","RAMP-050-CBH-BTF","MPWSR","1.25","0.75"
"CLEAR POLY BRAIDED HOSE PER FT","3/4"" Clear Poly Braided Hose (per ft)","DROP","RAMP-150-CBH-BTF","RAMP-075-CBH-BTF","MPWSR","1.80","1.15"
"CLEAR POLY BRAIDED HOSE PER FT","1"" Clear Poly Braided Hose (per ft)","DROP","RAMP-150-CBH-BTF","RAMP-100-CBH-BTF","MPWSR","2.50","1.60"
"CLEAR POLY BRAIDED HOSE PER FT","1 1/4"" Clear Poly Braided Hose (per ft)","DROP","RAMP-150-CBH-BTF","RAMP-125-CBH-BTF","MPWSR","4.30","2.99"
"CLEAR POLY BRAIDED HOSE ROLL","1"" Clear Poly Braided Hose - 300ft Roll","KEEP","4511-1001-300","4511-1001-300","MPWSR","720.00","408.00"
"CLEAR POLY BRAIDED HOSE ROLL","1"" Clear Poly Braided Hose - 100ft Roll","DROP","4511-1001-300","4511-1001-100","MPWSR","240.00","136.00"
"CLEAR POLY BRAIDED HOSE ROLL","1/4"" Clear Poly Braided Hose - 300ft Roll","DROP","4511-1001-300","RAMP-025-CBH-300","MPWSR","150.00","91.91"
"CLEAR POLY BRAIDED HOSE ROLL","3/8"" Clear Poly Braided Hose - 300ft Roll","DROP","4511-1001-300","RAMP-038-CBH-300","MPWSR","240.00","142.85"
"CLEAR POLY BRAIDED HOSE ROLL","1/2"" Clear Poly Braided Hose - 300ft Roll","DROP","4511-1001-300","RAMP-050-CBH-300","MPWSR","330.00","195.71"
"CLEAR POLY BRAIDED HOSE ROLL","3/4"" Clear Poly Braided Hose - 300ft Roll","DROP","4511-1001-300","RAMP-075-CBH-300","MPWSR","480.00","307.71"
"CLEAR POLY BRAIDED HOSE ROLL","1"" Clear Poly Braided Hose - 200ft Roll","DROP","4511-1001-300","RAMP-100-CBH-200","MPWSR","480.00","296.80"
"CLEAR POLY BRAIDED HOSE ROLL","1 1/4"" Clear Poly Braided Hose - 100ft Roll","DROP","4511-1001-300","RAMP-125-CBH-100","MPWSR","430.00","248.40"
"CLEAR POLY BRAIDED HOSE ROLL","1 1/2"" Clear Poly Braided Hose - 100ft Roll","DROP","4511-1001-300","RAMP-150-CBH-100","MPWSR","560.00","315.95"
"COIL WRAP INSULATION X X","COIL WRAP INSULATION 8# 1""x24""x25'","KEEP","4417","4417","Barrens","209.99","161.91"
"COIL WRAP INSULATION X X","COIL WRAP INSULATION 4# 1""x24""x25'","DROP","4417","3093","Barrens","126.99","96.19"
"COMET RW SEAL","Comet RW5535 Seal Kit 5019.0672.00 20mm","KEEP","49.6151","49.6151","MPWSR","114.36","83.43"
"COMET RW SEAL","Comet RW4040 Seal Kit 5019.0673.00 18mm","DROP","49.6151","49.6123","MPWSR","109.99","79.99"
"CONNECTING ROD","51030022 CONNECTING ROD","KEEP","5138","5138","Barrens","33.99","24.97"
"CONNECTING ROD","0205.0046.00 CONNECTING ROD","DROP","5138","2933","Barrens","22.99","16.65"
"CONTROL SPRINGS GX GX","CONTROL SPRINGS GX340 & GX390","KEEP","4179","4179","Barrens","4.99","2.82"
"CONTROL SPRINGS GX GX","CONTROL SPRINGS GX160 & GX200","DROP","4179","4177","Barrens","3.99","1.93"
"CONTROL SPRINGS GX GX","CONTROL SPRINGS GX240 & GX270","DROP","4179","4178","Barrens","4.99","2.37"
"COOLING FAN GX","Cooling Fan for GX690","KEEP","19511-Z6L-000","19511-Z6L-000","MPWSR","29.30","23.41"
"COOLING FAN GX","COOLING FAN GX160-200","DROP","19511-Z6L-000","3551","Barrens","5.99","3.73"
"COOLING FAN GX","COOLING FAN GX340-390","DROP","19511-Z6L-000","3580","Barrens","12.99","9.03"
"COPPER WASHER","96707000 COPPER WASHER","KEEP","4134","4134","Barrens","3.99","1.62"
"COPPER WASHER","96701400 COPPER WASHER","DROP","4134","3824","Barrens","2.99","0.93"
"COPPER WASHER","96700800 COPPER WASHER","DROP","4134","4581","Barrens","3.99","1.14"
"COUPLER MALE BARB C","COUPLER, 4"" MALE BARB C400","KEEP","90.392.400","90.392.400","BE","70.99","56.00"
"COUPLER MALE BARB C","COUPLER, 3"" MALE BARB C300","DROP","90.392.400","90.392.300","BE","37.99","29.00"
"COUPLER QC MNPT SS","COUPLER, 1/2""QC MNPT SS","KEEP","85.300.152S","85.300.152S","BE","51.99","40.00"
"COUPLER QC MNPT SS","COUPLER, 1/4""QC MNPT SS","DROP","85.300.152S","85.300.107S","BE","15.99","10.87"
"COUPLER QC MNPT SS","COUPLER, 3/8""QC MNPT SS","DROP","85.300.152S","85.300.108S","BE","17.99","13.26"
"COVER SS WAW","COVER FOR 24"" SS FOR WAW 85.403.010","KEEP","85.792.014","85.792.014","BE","359.00","283.00"
"COVER SS WAW","COVER FOR 20"" SS FOR WAW 85.403.009","DROP","85.792.014","85.792.012","BE","314.99","245.00"
"CP PUMP PSI RPM","5CP5120 PUMP 5GPM 3000PSI 1415RPM","KEEP","4053","4053","Barrens","1009.00","866.81"
"CP PUMP PSI RPM","5CP2120W PUMP 4GPM 2500PSI 950RPM 20mm","DROP","4053","4339","Barrens","859.00","737.61"
"CRANKSHAFT OIL SEAL","KIT 32 CRANKSHAFT OIL SEAL","KEEP","2429","2429","Barrens","30.99","22.50"
"CRANKSHAFT OIL SEAL","KIT 03 CRANKSHAFT OIL SEAL","DROP","2429","1601","Barrens","26.99","18.59"
"CRANKSHAFT OIL SEAL","KIT, CRANKSHAFT OIL SEAL","DROP","2429","RKI003","BE","28.99","21.00"
"CRIMP FITTING STEM X SOLID MPT","CRIMP FITTING 3/8"" STEM X SOLID 3/8MPT 14","KEEP","4151","4151","Barrens","9.99","6.06"
"CRIMP FITTING STEM X SOLID MPT","CRIMP FITTING 1/4"" STEM X SOLID 1/4MPT 20","DROP","4151","2963","Barrens","8.99","5.42"
"CRIMP FITTING STEM X SWIVEL MPT","CRIMP FITTING 3/8"" STEM X SWIVEL 3/8MPT 14","KEEP","4152","4152","Barrens","15.99","10.96"
"CRIMP FITTING STEM X SWIVEL MPT","CRIMP FITTING 1/4"" STEM X SWIVEL 1/4MPT 20","DROP","4152","2842","Barrens","11.99","8.73"
"CRUSH PROOF HOSE SATURN GREEN PER FT","2"" Crush Proof Hose Saturn Green (per ft)","KEEP","SATG-200-BTF","SATG-200-BTF","MPWSR","4.99","3.13"
"CRUSH PROOF HOSE SATURN GREEN PER FT","1-1/4"" Crush Proof Hose Saturn Green (per ft)","DROP","SATG-200-BTF","SATG-125-BTF","MPWSR","3.30","2.99"
"CRUSH PROOF HOSE SATURN GREEN ROLL","2"" Crush Proof Hose Saturn Green - 100ft Roll","KEEP","SATG-200-RL","SATG-200-RL","MPWSR","449.00","268.57"
"CRUSH PROOF HOSE SATURN GREEN ROLL","1-1/4"" Crush Proof Hose Saturn Green - 100ft Roll","DROP","SATG-200-RL","SATG-125-RL","MPWSR","259.00","155.72"
"CRX CC ENGINE SHAFT AMP CHARGING SYSTEM ELECTRIC START MUFFLER INCLUDED P","CRX 680cc engine 1"" shaft 20 amp charging system electric start muffler included 2676503P","KEEP","CRX680100732","CRX680100732","MPWSR","1365.00","1050.00"
"CRX CC ENGINE SHAFT AMP CHARGING SYSTEM ELECTRIC START MUFFLER INCLUDED P","CRX 680cc engine 1-1/8"" shaft 20 amp charging system electric start muffler included 2678501P","DROP","CRX680100732","CRX680110059","MPWSR","1365.00","1050.00"
"CUBIC FOOT TUCKER DI RESIN IN BUCKET","1 cubic foot of Tucker DI resin in Bucket","KEEP","20007","20007","Tucker","265.99","186.19"
"CUBIC FOOT TUCKER DI RESIN IN BUCKET","1/2 cubic foot of Tucker DI resin in Bucket","DROP","20007","20007.5","Tucker","178.72","125.10"
"CW PUMP PSI RPM","CW3040 PUMP 5.0GPM 3000PSI 1250RPM","KEEP","3108","3108","Barrens","979.00","837.47"
"CW PUMP PSI RPM","CW2004 PUMP 4.0GPM 2500PSI 1750RPM","DROP","3108","3105","Barrens","959.00","819.13"
"CW PUMP PSI RPM","CW2040 PUMP 5.0GPM 2500PSI 1250RPM","DROP","3108","3107","Barrens","959.00","822.44"
"CW STATIONARY ELEC PSI HP PH VAC A","CW, STATIONARY, ELEC, 5GPM@3000PSI, 10HP, 1PH 230VAC@46A","KEEP","8530","8530","BE","5249.00","4496.00"
"CW STATIONARY ELEC PSI HP PH VAC A","CW, STATIONARY, ELEC, 4GPM@3000PSI, 7.5HP, 3PH 460VAC@14A","DROP","8530","8430-3-460","BE","3599.00","3080.00"
"CW STATIONARY ELEC PSI HP PH VAC A","CW, STATIONARY, ELEC, 5GPM@3000PSI, 10HP, 3PH 460VAC@15A","DROP","8530","8530-3-460","BE","4999.00","4283.00"
"CW STATIONARY ELEC PSI HP PH VAC A VAC A","CW, STATIONARY, ELEC, 5GPM@3000PSI, 10HP, 3PH 208VAC@28A/230VAC@27A","KEEP","8530-3","8530-3","BE","4999.00","4283.00"
"CW STATIONARY ELEC PSI HP PH VAC A VAC A","CW, STATIONARY, ELEC, 4GPM@3000PSI, 7.5HP, 1PH 208VAC@33A/230VAC@32A","DROP","8530-3","8430","BE","3599.00","3080.00"
"CW STATIONARY ELEC PSI HP PH VAC A VAC A","CW, STATIONARY, ELEC, 4GPM@3000PSI, 7.5HP, 3PH 208VAC@25A/230VAC@24A","DROP","8530-3","8430-3","BE","3599.00","3080.00"
"CYLINDER HEAD ASSY GX","CYLINDER HEAD ASSY GX390","KEEP","4171","4171","Barrens","154.99","118.09"
"CYLINDER HEAD ASSY GX","CYLINDER HEAD ASSY GX160","DROP","4171","4125","Barrens","73.99","56.14"
"CYLINDER HEAD ASSY GX","CYLINDER HEAD ASSY GX200","DROP","4171","4148","Barrens","79.99","60.22"
"CYLINDER HEAD ASSY GX","CYLINDER HEAD ASSY GX240","DROP","4171","4164","Barrens","129.99","100.06"
"CYLINDER HEAD ASSY GX","CYLINDER HEAD ASSY GX270","DROP","4171","4167","Barrens","129.99","100.06"
"CYLINDER HEAD ASSY GX","CYLINDER HEAD ASSY GX340","DROP","4171","4170","Barrens","144.99","113.04"
"D GP","D-GP 2.3 mm 5-8 GPM","KEEP","100791","100791","MPWSR","31.50","18.81"
"D GP","D-GP 2.1MM 3-5 GPM","DROP","100791","100790","MPWSR","31.50","18.70"
"DAVIS SHOOTER TIP","Davis Shooter Tip 8GPM","KEEP","DST8GPM","DST8GPM","MPWSR","29.99","22.50"
"DAVIS SHOOTER TIP","Davis Shooter Tip 4GPM","DROP","DST8GPM","DST4GPM","MPWSR","28.99","20.50"
"DCLTG GIRAFFE TELE WAND","DCLTG24 6-24' GIRAFFE TELE-WAND","KEEP","6365","6365","Barrens","164.99","126.64"
"DCLTG GIRAFFE TELE WAND","DCLTG18 6-18' GIRAFFE TELE-WAND","DROP","6365","6364","Barrens","139.99","107.41"
"DECAL BRAND DD GP SILVERJET F COMPANY ONLY","DECAL, BRAND; DD4040GP SILVERJET FOR F COMPANY ONLY","KEEP","85.610.621","85.610.621","BE","4.99","2.82"
"DECAL BRAND DD GP SILVERJET F COMPANY ONLY","DECAL; BRAND, DD3027GP SILVERJET FOR F COMPANY ONLY","DROP","85.610.621","85.610.619","BE","4.99","2.53"
"DECAL BRANDING SPEC WP HL FRAME NLA","DECAL, BRANDING/SPEC, WP-2065HL FOR 50.002.209 FRAME. NLA","KEEP","85.609.027","85.609.027","BE","5.99","3.64"
