"NameKey","ItemName","Action","KeptSku","SKU","Price","DefaultUnitCost","DescriptionLength","Vendor"
"LIN FT CUSTOM 4000PSI 3 8 BLUE NEPTUNE","LIN FT CUSTOM 4000PSI 3/8"" BLUE NEPTUNE","KEEP","6598","6598","4.99","2.05","39","Barrens"
"LIN FT CUSTOM 4000PSI 3 8 GRAY NEPTUNE","LIN FT CUSTOM 4000PSI 3/8"" GRAY NEPTUNE","KEEP","6596","6596","4.99","2.10","39","Barrens"
"LIN FT CUSTOM 4500 PSI 3 8 BLACK NEPTUNE","LIN FT CUSTOM 4500 PSI 3/8 BLACK NEPTUNE","KEEP","4159","4159","4.99","2.89","40","Barrens"
"LIN FT CUSTOM 4500 PSI 3 8 BLUE NEPTUNE","LIN FT CUSTOM 4500 PSI 3/8"" BLUE NEPTUNE","KEEP","2393","2393","4.99","2.98","40","Barrens"
"LIN FT CUSTOM 6000PSI 3 8 BLACK NEPTUNE 50 INCRE","LIN FT CUSTOM 6000PSI 3/8 BLACK NEPTUNE (50' INCRE","KEEP","6002","6002","4.99","2.78","50","Barrens"
"LINER BOTTOM 008 BOX FOR 85 650 008 BOX","LINER, BOTTOM 008 BOX FOR 85.650.008 BOX","KEEP","85.650.015","85.650.015","6.99","4.15","40","BE"
"LINER BOX FOR 85 650 001 W","LINER, BOX FOR 85.650.001[W]","KEEP","85.650.043","85.650.043","6.99","4.72","28","BE"
"LINER FOR 205 BOX 2 REQUIRED PER BOX","LINER FOR 205 BOX 2 REQUIRED PER BOX","KEEP","85.650.206","85.650.206","8.99","5.40","36","BE"
"LINER FOR 85 650 002 261 263 2 LINERS REQUIRED PER BOX NLA","LINER, FOR 85.650.002,261,263 2 LINERS REQUIRED PER BOX - NLA","KEEP","85.650.077","85.650.077","8.99","5.75","61","BE"
"LINER FOR 85 650 012 2 SCORED SHEETS PER BOX","LINER, FOR 85.650.012 2 SCORED SHEETS PER BOX","KEEP","85.650.013","85.650.013","14.99","10.12","45","BE"
"LINER SIDEWALL 008 BOX FOR 85 650 008 BOX","LINER, SIDEWALL 008 BOX FOR 85.650.008 BOX","KEEP","85.650.016","85.650.016","10.99","7.74","42","BE"
"LITTLE BIG GUY 24 IN WHISPER WASH W 2 TIP BAR","Little Big Guy 24 in Whisper Wash w/ 2 tip bar","KEEP","LBG2400-2","LBG2400-2","1169.99","969.99","400","MPWSR"
"LITTLE BIG GUY 24 IN WHISPER WASH W 4 TIP BAR","Little Big Guy 24 in Whisper Wash w/ 4 tip bar","KEEP","LBG2400-4","LBG2400-4","1199.99","999.99","400","MPWSR"
"LITTLE GUY 13 SURFACE CLEANER WHISPER WASH","Little Guy 13"" surface cleaner Whisper Wash","KEEP","LITTLEGUY","LITTLEGUY","591.45","502.71","400","MPWSR"
"LOCK WASHER FLYWHEEL PUMP USED IN KIT 42 009 015 NLA","LOCK WASHER, FLYWHEEL/PUMP USED IN KIT 42.009.015 - NLA","KEEP","42.009.012","42.009.012","19.99","12.96","55","BE"
"LOCKING BUTTON PIN FOR LOCT SYSTEM","Locking button pin for LOCT system","KEEP","LOCT-BTN","LOCT-BTN","4.48","3.14","86","Tucker"
"LOCKNUT 1 2","LOCKNUT 1/2""","KEEP","2266","2266","3.99","1.33","12","Barrens"
"LOCKNUT 1 4","LOCKNUT 1/4""","KEEP","2264","2264","3.99","1.19","12","Barrens"
"LOCKNUT 3 4","LOCKNUT 3/4""","KEEP","2267","2267","4.99","2.62","12","Barrens"
"LOCKNUT 3 8","LOCKNUT 3/8""","KEEP","2265","2265","3.99","1.25","12","Barrens"
"LOCT ADJUSTABLE TUCKER GOOSENECK W QUICK RELEASE FOR 1 CLAMP","LOCT Adjustable Tucker Gooseneck w/ Quick Release for #1 Clamp","KEEP","T-GN-V2-LT","T-GN-V2-LT","25.85","18.10","400","Tucker"
"LOCT BRUSH SOCKET BLACK","Loct Brush Socket, Black","KEEP","T-BRUSH-LOCT","T-BRUSH-LOCT","12.36","8.65","317","Tucker"
"LOCT END OF ADJUSTABLE TUCKER GOOSENECK","LOCT end of adjustable Tucker Gooseneck","KEEP","T-GN-ADJ-LOCT","T-GN-ADJ-LOCT","10.11","7.08","336","Tucker"
"LOCT REACH AROUND GOOSENECK W QUICK RELEASE FOR 1 CLAMP","LOCT Reach Around Gooseneck w/ Quick Release for #1 Clamp","KEEP","40001-V2-LT","40001-V2-LT","32.60","22.82","400","Tucker"
"LOCT TIP FOR 1 CLAMP","LOCT Tip for #1 Clamp","KEEP","T-LOCT-TIP","T-LOCT-TIP","12.32","8.63","88","Tucker"
"LONG SHAFT RKA4G40HN L 4GPM 4000PSI 1750RPM 24MM S","LONG SHAFT RKA4G40HN-L 4GPM 4000PSI 1750RPM 24mm S","KEEP","5922","5922","609.00","502.57","50","Barrens"
"LOW OIL ALERT UNIT GX240 270","LOW OIL ALERT UNIT GX240-270","KEEP","3591","3591","4.99","2.99","28","Barrens"
"LOW OIL ALERT UNIT GX340 390","LOW OIL ALERT UNIT GX340-390","KEEP","3601","3601","4.99","2.96","28","Barrens"
"LOW VOLTAGE INHIBITOR FOR HW4013HG","LOW VOLTAGE INHIBITOR FOR HW4013HG","KEEP","59.000.102","59.000.102","114.99","87.00","34","BE"
"LOWER ASSY 85 600 124 FRAME WQL RB 85 601 124 00","LOWER ASSY; 85.600.124 FRAME WQL/RB: 85.601.124-00","KEEP","85.600.124-01","85.600.124-01","82.99","63.00","50","BE"
"LOWER ASSY 85 600 125G FRAME","LOWER ASSY; 85.600.125G FRAME","KEEP","85.600.125G-01","85.600.125G-01","121.99","92.00","29","BE"
"LOWER HANDLE SS WHIRL","LOWER HANDLE SS WHIRL","KEEP","7352","7352","55.99","41.68","21","Barrens"
"LOWER HANDLE WHIRL A WAY FOR 85 403 003 WAW NLA","LOWER HANDLE, WHIRL-A-WAY FOR 85.403.003 WAW. NLA","KEEP","85.792.008","85.792.008","57.99","43.00","49","BE"
"LUBRICANT PACKET","Lubricant Packet","KEEP","T-LUBE","T-LUBE","6.29","4.41","73","Tucker"
"LW 3525S 3 5GPM 2500PSI 1450RPM 24MM","LW 3525S 3.5GPM 2500PSI 1450RPM 24mm","KEEP","2819","2819","489.00","384.57","36","Barrens"
"LWD 3025 COMET PMR FULLY PLUMBED 3GPM 2500PSI","LWD 3025 Comet PMR Fully Plumbed 3GPM@2500PSI","KEEP","4183","4183","399.99","306.60","400","MPWSR"
"LWD2020E 2 1GPM 2000PSI 3400RPM 5 8 ELECTRIC FLAN","LWD2020E 2.1GPM 2000PSI 3400RPM 5/8"" ELECTRIC FLAN","KEEP","2985","2985","449.00","358.20","50","Barrens"
"LWD3020E 3GPM 2000PSI 3400RPM 5 8 ELECTRIC FLANGE","LWD3020E 3GPM 2000PSI 3400RPM 5/8"" ELECTRIC FLANGE","KEEP","2971","2971","459.00","364.59","50","Barrens"
"LWD3025G 3GPM 2500PSI 3 4 GAS FLANGE","LWD3025G 3GPM 2500PSI 3/4"" GAS FLANGE","KEEP","4320","4320","319.00","253.83","37","Barrens"
"LWD3522GE 3 5GPM 2200PSI 3400RPM 3 4 S HAFT ELEC","LWD3522GE 3.5GPM 2200PSI 3400RPM 3/4"" S HAFT ELEC","KEEP","4947","4947","359.00","284.30","49","Barrens"
"LWS2020E 2 2GPM 2000PSI 1750RPM 5 8 ELECTRIC FLAN","LWS2020E 2.2GPM 2000PSI 1750RPM 5/8"" ELECTRIC FLAN","KEEP","2998","2998","359.00","285.54","50","Barrens"
"LWS3020S 3 1GPM 2000PSI 1750RPM 24MM","LWS3020S 3.1GPM 2000PSI 1750RPM 24mm","KEEP","4316","4316","439.00","345.23","36","Barrens"
"M IT M DIESEL TANK ASSEMBLY","M-iT-M diesel tank assembly","KEEP","850-0307","850-0307","142.13","127.92","27","MPWSR"
"M IT M GAS TANK ASSEMBLY","M-iT-M gas tank assembly","KEEP","850-0306","850-0306","193.33","174.00","24","MPWSR"
"M JET REPLACEMENT VARIABLE NOZZLE","M-JET REPLACEMENT VARIABLE NOZZLE","KEEP","2978","2978","41.99","32.21","33","Barrens"
"M M R 2HP 1725RPM C FACE 5 8 ODP WIRED WITH SWI","M.M.R. 2HP 1725RPM C-FACE 5/8"" ODP, WIRED WITH SWI","KEEP","2654","2654","709.00","588.16","50","Barrens"
"M M R TEFC 1 5HP 1725RPM C FACE 5 8 WIRED WITH S","M.M.R. TEFC 1.5HP 1725RPM C-FACE 5/8"" WIRED WITH S","KEEP","3201","3201","769.00","638.18","50","Barrens"
"M M R TEFC 1 5HP 3450RPM C FACED 5 8 WIRED WITH","M.M.R. TEFC 1.5HP 3450RPM C-FACED 5/8"" WIRED WITH","KEEP","5270","5270","639.00","524.81","49","Barrens"
"M M R TEFC 2HP 3450RPM C FACE 5 8 WIRED WITH SWI","M.M.R. TEFC 2HP 3450RPM C-FACE 5/8"" WIRED WITH SWI","KEEP","3584","3584","779.00","640.70","50","Barrens"
"M22 FEMALE 1 4 FNPT M22X1 5 THREAD","M22 FEMALE, 1/4"" FNPT M22X1.5 THREAD","KEEP","85.300.124","85.300.124","8.99","5.01","36","BE"
"M22 FEMALE 1 4 MNPT","M22 FEMALE, 1/4"" MNPT","KEEP","85.300.135","85.300.135","8.99","5.26","21","BE"
"M22 FEMALE 3 8 FNPT M22X1 5 THREAD PLUG END","M22 FEMALE, 3/8"" FNPT M22X1/5 THREAD PLUG END","KEEP","85.300.125","85.300.125","9.99","6.37","45","BE"
"M22 FEMALE 3 8 MNPT","M22 FEMALE, 3/8"" MNPT","KEEP","85.300.136","85.300.136","8.99","5.48","21","BE"
"M22 MALE 1 4 MNPT 7638 M22 X 1 5 THREAD","M22 MALE, 1/4""MNPT #7638, M22 X 1.5 THREAD","KEEP","85.300.132","85.300.132","5.99","3.94","42","BE"
"M22 MALE 3 8 FNPT BRASS 7642 M22 X 1 5 THREAD","M22 MALE 3/8"" FNPT BRASS 7642 M22 X 1.5 THREAD","KEEP","85.300.127","85.300.127","5.99","3.75","46","BE"
"M22 MALE 3 8 MNPT 7641 M22 X 1 5 THREAD","M22 MALE, 3/8"" MNPT #7641, M22 X 1.5 THREAD","KEEP","85.300.133","85.300.133","5.99","3.64","43","BE"
"M22M 14XM22M 14 BRASS FITTING","M22M-14xM22M-14 BRASS FITTING","KEEP","85.300.166","85.300.166","9.99","6.28","29","BE"
"M5 10","M5-10","KEEP","T312047","T312047","300.00","201.38","55",""
"M5 REPLACEMENT VARIABLE NOZZLE REPLACEABLE BUT BE ADVISED NOZZLE IS MACHINED ON TO X JET BODY FOR PROPER VERTICAL FAN ORIENTATION WITH REPLACEMENT BY HAND ORIENTATION OF FAN CAN NOT BE GUARANTEED","M5 Replacement Variable Nozzle*Replaceable but be advised nozzle is machined on to X-Jet body for proper vertical fan orientation. With replacement by hand, orientation of fan can not be guaranteed.","KEEP","XM5RVN","XM5RVN","36.80","29.40","198","MPWSR"
"M5 X JET NOZZLE ASSEMBLY ONLY 25 2500 4000 PSI 8 5 GPM","M5 X-Jet Nozzle Assembly Only #25 2500-4000 PSI 8.5+ GPM","KEEP","XM5-25","XM5-25","128.00","96.00","56","MPWSR"
"M5DS TWIST WITH DAVIS SHOOTER TIP INSTALLED IN DST MODULE FOR 3 7GPM MACHINES","M5DS twist with Davis Shooter Tip installed in DST Module for 3-7gpm machines","KEEP","M5-DSTCOMBO3-7","M5-DSTCOMBO3-7","145.00","116.00","105","MPWSR"
"M5DS TWIST WITH DAVIS SHOOTER TIP INSTALLED IN DST MODULE FOR 7 12GPM MACHINES","M5DS twist with Davis Shooter Tip installed in DST Module for 7-12gpm machines","KEEP","M5-DSTCOMBO7-12","M5-DSTCOMBO7-12","145.00","116.00","105","MPWSR"
"M8 LIGHT X 25MM HEX HEAD BOLTS FOR 4542 PUCK","M8 LIGHT X 25mm HEX HEAD BOLTS FOR #4542 PUCK","KEEP","2657","2657","2.99","0.05","45","Barrens"
"M8 NYLOC NUT FOR 4542 PUCK","M8 NYLOC NUT FOR #4542 PUCK","KEEP","1541","1541","2.99","0.05","27","Barrens"
"M8X24MM FLAT WASHER FOR 4542 PUCK","M8x24mm FLAT WASHER FOR 4542 PUCK","KEEP","1506","1506","2.99","0.10","33","Barrens"
"MACHINE SCREW M4 X 20 PAN HEAD","MACHINE SCREW M4 x 20 PAN HEAD","KEEP","85.501.017","85.501.017","2.99","0.56","30","BE"
"MAG STARTER 7 5HP 1PHASE 230V MANUAL STARTER PUSH BUTTON NLA","MAG STARTER 7.5HP,1PHASE,230V MANUAL STARTER, PUSH BUTTON. NLA","KEEP","85.501.011","85.501.011","1949.00","1638.00","62","BE"
"MAJOR SERVICE KIT POWRTWIN POWRLINER SPEEFLO 4900","Major Service Kit-PowrTwin/PowrLiner Speeflo 4900","KEEP","20-3227","20-3227","600.72","540.65","49","MPWSR"
"MALE ADAPTER 3 4 X 3 4 BARB","Male Adapter 3/4"" x 3/4"" Barb","KEEP","075F","075F","12.50","11.25","100","MPWSR"
"MALE AND FEMALE QUICK CONNECT FOR POLE HOSE AND GARDEN HOSE","Male and Female Quick connect for pole hose and garden hose","KEEP","60040-005","60040-005","31.35","21.95","320","Tucker"
"MALE GARDEN HOSE X MALE GARDEN HOSE BRASS ADAPTER","MALE GARDEN HOSE X MALE GARDEN HOSE BRASS ADAPTER","KEEP","5844","5844","4.99","2.89","49","Barrens"
"MANATEE BELT DRIVE 10GPM 3000PSI W CRX680 GP TSF2221 PUMP","Manatee Belt Drive 10GPM @ 3000PSI w/ CRX680 & GP TSF2221 Pump","KEEP","MBD-1030CG","MBD-1030CG","3990.00","3283.84","40","MPWSR"
"MANATEE BELT DRIVE 8GPM 3500PSI W CRX680 GP TSF2021 PUMP","Manatee Belt Drive 8GPM @ 3500PSI w/ CRX680 & GP TSF2021 Pump","KEEP","MBD-8035CG","MBD-8035CG","3780.00","3112.99","45","MPWSR"
"MANATEE DIRECT DRIVE 3GPM 2500PSI ON CART W CRX208 COMET LWD3025 PUMP","Manatee Direct Drive 3GPM @ 2500PSI on Cart w/ CRX208 & Comet LWD3025 Pump","KEEP","MDD-3025CC","MDD-3025CC","1049.00","849.00","83","MPWSR"
"MANATEE DIRECT DRIVE 3GPM 2500PSI ON CART W GX200 COMET LWD3025 PUMP","Manatee Direct Drive 3GPM @ 2500PSI on Cart w/ GX200 & Comet LWD3025 Pump","KEEP","MDD-3025HC","MDD-3025HC","1379.00","1172.15","82","MPWSR"
"MANATEE DIRECT DRIVE 4GPM 4000PSI ON CART W CRX420 AR RRV4G40 PUMP","Manatee Direct Drive 4GPM @ 4000PSI on Cart w/ CRX420 & AR RRV4G40 Pump","KEEP","MDD-4040CA","MDD-4040CA","1365.00","1160.25","88","MPWSR"
"MANATEE DIRECT DRIVE 4GPM 4000PSI ON CART W CRX420 MOTOR COMET ZWD4040 PUMP","Manatee Direct Drive 4GPM @ 4000PSI on Cart w/ CRX420 Motor & Comet ZWD4040 Pump","KEEP","MDD-4040CC","MDD-4040CC","1365.00","1150.00","72","MPWSR"
"MANATEE DIRECT DRIVE 4GPM 4000PSI ON CART W CRX420 MOTOR GP EZ4040G PUMP","Manatee Direct Drive 4GPM @ 4000PSI on Cart w/ CRX420 Motor & GP EZ4040G Pump","KEEP","MDD-4040CG","MDD-4040CG","1365.00","1150.00","69","MPWSR"
"MANATEE DIRECT DRIVE 4GPM 4000PSI ON CART W HONDA GX390 AR RRV4G40 PUMP","Manatee Direct Drive 4GPM @ 4000PSI on Cart w/ Honda GX390 & AR RRV4G40 Pump","KEEP","MDD-4040HA","MDD-4040HA","1599.00","1383.38","76","MPWSR"
"MANATEE DIRECT DRIVE 4GPM 4000PSI ON CART W HONDA GX390 COMET ZWD4040 PUMP","Manatee Direct Drive 4GPM @ 4000PSI on Cart w/ Honda GX390 & Comet ZWD4040 Pump","KEEP","MDD-4040HC","MDD-4040HC","1599.99","1383.38","79","MPWSR"
"MANATEE DIRECT DRIVE 4GPM 400PSI ON CART W GX390 GENERAL EZ4040 PUMP","Manatee Direct Drive 4GPM @ 400PSI on Cart w/ GX390 & General EZ4040 Pump","KEEP","MDD-4040HG","MDD-4040HG","1627.50","1383.38","73","MPWSR"
"MANATEE DIRECT DRIVE 5GPM 3000PSI ON CART W CRX420 AR RRV5G30 PUMP","Manatee Direct Drive 5GPM @ 3000PSI on Cart w/ CRX420 & AR RRV5G30 Pump","KEEP","MDD-5030CA","MDD-5030CA","1399.00","1050.00","71","MPWSR"
"MANATEE DIRECT DRIVE 5GPM 3000PSI ON CART W HONDA GX390 AR RRV5G30 PUMP","Manatee Direct Drive 5GPM @ 3000PSI on Cart w/ Honda GX390 & AR RRV5G30 Pump","KEEP","MDD-5030HA","MDD-5030HA","1599.00","1299.00","76","MPWSR"
"MANATEE GEAR DRIVE 10GPM 2700 PSI W GX690 AND GENERAL TSF2221 PUMP","Manatee Gear Drive 10GPM @ 2700 PSI w/ GX690 and General TSF2221 Pump","KEEP","MGD-1030HG","MGD-1030HG","3999.99","3599.99","69","MPWSR"
"MANATEE GEAR DRIVE 10GPM 3000PSI W CRX750 AR XWL41 21N PUMP","Manatee Gear Drive 10GPM @ 3000PSI w/ CRX750 & AR XWL41.21N Pump","KEEP","MGD-1030CA","MGD-1030CA","3750.00","2887.50","64","MPWSR"
"MANATEE GEAR DRIVE 10GPM 3000PSI W CRX750 AR XWL41 21N PUMP PULSAR UNLOADER","Manatee Gear Drive 10GPM @ 3000PSI w/ CRX750 & AR XWL41.21N Pump (Pulsar Unloader)","KEEP","MGD-1030CA-PFS","MGD-1030CA-PFS","3850.00","2962.50","82","MPWSR"
"MANATEE GEAR DRIVE 10GPM 3000PSI W CRX750 COMET TW8036 PUMP","Manatee Gear Drive 10GPM @ 3000PSI w/ CRX750 & Comet TW8036 Pump","KEEP","MGD-1030CC","MGD-1030CC","3850.00","2975.00","64","MPWSR"
"MANATEE GEAR DRIVE 10GPM 3000PSI W CRX750 COMET TW8036 PUMP PULSAR UNLOADER","Manatee Gear Drive 10GPM @ 3000PSI w/ CRX750 & Comet TW8036 Pump (Pulsar Unloader)","KEEP","MGD-1030CC-PFS","MGD-1030CC-PFS","3950.00","3050.00","82","MPWSR"
"MANATEE GEAR DRIVE 10GPM 3000PSI W CRX750 GP TSF2221 PUMP","Manatee Gear Drive 10GPM @ 3000PSI w/ CRX750 & GP TSF2221 Pump","KEEP","MGD-1030CG","MGD-1030CG","3900.00","3000.00","400","MPWSR"
"MANATEE GEAR DRIVE 10GPM 3000PSI W CRX750 GP TSF2221 PUMP PULSAR UNLOADER","Manatee Gear Drive 10GPM @ 3000PSI w/ CRX750 & GP TSF2221 Pump (Pulsar Unloader)","KEEP","MGD-1030CG-PFS","MGD-1030CG-PFS","4000.00","3335.84","400","MPWSR"
"MANATEE GEAR DRIVE 10GPM 3500PSI W IGX800 COMET PUMP","Manatee Gear Drive 10GPM @ 3500PSI w/ iGX800 & Comet Pump","KEEP","MGD-1035HC","MGD-1035HC","4620.00","3900.00","400","MPWSR"
"MANATEE GEAR DRIVE 10GPM 3500PSI W IGX800 COMET TW8036 PULSAR UNLOADER","Manatee Gear Drive 10GPM @ 3500PSI w/ iGX800 & Comet TW8036 (Pulsar Unloader)","KEEP","MGD-1035HC-PFS","MGD-1035HC-PFS","4720.00","3980.00","400","MPWSR"
"MANATEE GEAR DRIVE 10GPM 3500PSI W IGX800 GP TSF2221 PULSAR UNLOADER","Manatee Gear Drive 10GPM @ 3500PSI w/ iGX800 & GP TSF2221 (Pulsar Unloader)","KEEP","MGD-1035HG-PFS","MGD-1035HG-PFS","4720.00","3980.00","400","MPWSR"
"MANATEE GEAR DRIVE 10GPM 3500PSI W IGX800 GP TSF2221 PUMP","Manatee Gear Drive 10GPM @ 3500PSI w/ iGX800 & GP TSF2221 Pump","KEEP","MGD-1035HG","MGD-1035HG","4620.00","3900.00","400","MPWSR"
"MANATEE GEAR DRIVE 11GPM 3000PSI W IGX800 AR XWL41 21N PUMP","Manatee Gear Drive 11GPM @ 3000PSI w/ iGX800 & AR XWL41.21N Pump","KEEP","MGD-1035HA","MGD-1035HA","4620.00","3850.00","400","MPWSR"
"MANATEE GEAR DRIVE 11GPM 3000PSI W IGX800 AR XWL41 21N PUMP BLOCKED VRT100","Manatee Gear Drive 11GPM @ 3000PSI w/ iGX800 & AR XWL41.21N Pump (Blocked VRT100)","KEEP","MGD-1035HA-BVRT","MGD-1035HA-BVRT","4449.00","3850.00","400","MPWSR"
"MANATEE GEAR DRIVE 11GPM 3000PSI W IGX800 AR XWL41 21N PUMP PULSAR UNLOADER","Manatee Gear Drive 11GPM @ 3000PSI w/ iGX800 & AR XWL41.21N Pump (Pulsar Unloader)","KEEP","MGD-1035HA-PFS","MGD-1035HA-PFS","4720.00","3960.00","400","MPWSR"
"MANATEE GEAR DRIVE 12GPM 2500PSI W HONDA IGX800 GP TSF2421 PUMP","Manatee Gear Drive 12GPM @ 2500PSI w/ Honda iGX800 & GP TSF2421 Pump","KEEP","MGD-1230HG","MGD-1230HG","4925.00","3600.00","400","MPWSR"
"MANATEE GEAR DRIVE 12GPM 2500PSI W HONDA IGX800 GP TSF2421 PUMP PULSAR UNLOADER","Manatee Gear Drive 12GPM @ 2500PSI w/ Honda iGX800 & GP TSF2421 Pump (Pulsar Unloader)","KEEP","MGD-1230HG-PFS","MGD-1230HG-PFS","5025.00","3675.00","400","MPWSR"
"MANATEE GEAR DRIVE 12GPM 2700PSI W CRX750 GP TSF2421 PUMP","Manatee Gear Drive 12GPM @ 2700PSI w/ CRX750 & GP TSF2421 Pump","KEEP","MGD-1230CG","MGD-1230CG","4099.00","3100.00","400","MPWSR"
"MANATEE GEAR DRIVE 12GPM 2700PSI W CRX750 GP TSF2421 PUMP PULSAR UNLOADER","Manatee Gear Drive 12GPM @ 2700PSI w/ CRX750 & GP TSF2421 Pump (Pulsar Unloader)","KEEP","MGD-1230CG-PFS","MGD-1230CG-PFS","4199.00","3175.00","400","MPWSR"
"MANATEE GEAR DRIVE 16GPM 3000PSI W CRX1000 GP EV22A PUMP BLOCKED PULSAR","Manatee Gear Drive 16GPM @ 3000PSI w/ CRX1000 & GP EV22A Pump (Blocked Pulsar)","KEEP","MGD-1630CG-BPFS","MGD-1630CG-BPFS","7999.00","6500.00","78","MPWSR"
"MANATEE GEAR DRIVE 4 5GPM 3500PSI ON CART W CRX420 GP TS1011 PUMP","Manatee Gear Drive 4.5GPM @ 3500PSI on Cart w/ CRX420 & GP TS1011 Pump","KEEP","MGD-4535CGC","MGD-4535CGC","1822.82","1462.73","400","MPWSR"
"MANATEE GEAR DRIVE 4 5GPM 3500PSI ON CART W CRX420 GP TS1011 PUMP K7 UNLOADER","Manatee Gear Drive 4.5GPM @ 3500PSI on Cart w/ CRX420 & GP TS1011 Pump (K7 Unloader)","KEEP","MGD-4535CGC-K7","MGD-4535CGC-K7","1817.30","1473.01","400","MPWSR"
"MANATEE GEAR DRIVE 4 5GPM 3500PSI ON CART W GX390 GP TS1011 PUMP","Manatee Gear Drive 4.5GPM @ 3500PSI on Cart w/ GX390 & GP TS1011 Pump","KEEP","MGD-4535HGC","MGD-4535HGC","1899.00","1550.00","400","MPWSR"
"MANATEE GEAR DRIVE 4 5GPM 3500PSI ON CART W GX390 GP TS1011 PUMP K7 UNLOADER","Manatee Gear Drive 4.5GPM @ 3500PSI on Cart w/ GX390 & GP TS1011 Pump (K7 Unloader)","KEEP","MGD-4535HGC-K7","MGD-4535HGC-K7","1999.00","1625.00","400","MPWSR"
"MANATEE GEAR DRIVE 4 5GPM 3500PSI W CRX420 ELECTRIC START GP TS1011 PUMP","Manatee Gear Drive 4.5GPM @ 3500PSI w/ CRX420 Electric Start & GP TS1011 Pump","KEEP","MGD-4535CGE","MGD-4535CGE","2049.00","1575.00","400","MPWSR"
"MANATEE GEAR DRIVE 4 5GPM 3500PSI W CRX420 ELECTRIC START GP TS1011 PUMP K7 UNLOADER","Manatee Gear Drive 4.5GPM @ 3500PSI w/ CRX420 Electric Start & GP TS1011 Pump (K7 Unloader)","KEEP","MGD-4535CGE-K7","MGD-4535CGE-K7","2149.00","1625.00","400","MPWSR"
"MANATEE GEAR DRIVE 4 5GPM 3500PSI W CRX420 GP TS1011 PUMP","Manatee Gear Drive 4.5GPM @ 3500PSI w/ CRX420 & GP TS1011 Pump","KEEP","MGD-4535CG","MGD-4535CG","1799.00","1425.00","400","MPWSR"
"MANATEE GEAR DRIVE 4 5GPM 3500PSI W CRX420 GP TS1011 PUMP K7 UNLOADER","Manatee Gear Drive 4.5GPM @ 3500PSI w/ CRX420 & GP TS1011 Pump (K7 Unloader)","KEEP","MGD-4535CG-K7","MGD-4535CG-K7","1899.00","1500.00","400","MPWSR"
"MANATEE GEAR DRIVE 4 5GPM 3500PSI W GX390 ELECTRIC START GP TS1011 PUMP","Manatee Gear Drive 4.5GPM @ 3500PSI w/ GX390 Electric Start & GP TS1011 Pump","KEEP","MGD-4535HGE","MGD-4535HGE","2499.00","2000.00","400","MPWSR"
"MANATEE GEAR DRIVE 4 5GPM 3500PSI W GX390 ELECTRIC START GP TS1011 PUMP K7 UNLOADER","Manatee Gear Drive 4.5GPM @ 3500PSI w/ GX390 Electric Start & GP TS1011 Pump (K7 Unloader)","KEEP","MGD-4535HGE-K7","MGD-4535HGE-K7","2599.00","2075.00","400","MPWSR"
"MANATEE GEAR DRIVE 4 5GPM 3500PSI W GX390 GP TS1011 PUMP","Manatee Gear Drive 4.5GPM @ 3500PSI w/ GX390 & GP TS1011 Pump","KEEP","MGD-4535HG","MGD-4535HG","1999.00","1650.00","400","MPWSR"
"MANATEE GEAR DRIVE 4 5GPM 3500PSI W GX390 GP TS1011 PUMP K7 UNLOADER","Manatee Gear Drive 4.5GPM @ 3500PSI w/ GX390 & GP TS1011 Pump (K7 Unloader)","KEEP","MGD-4535HG-K7","MGD-4535HG-K7","2099.00","1725.00","400","MPWSR"
"MANATEE GEAR DRIVE 4GPM 4000PSI ON CART W CRX420 AR RG1528HN PUMP","Manatee Gear Drive 4GPM @ 4000PSI on Cart w/ CRX420 & AR RG1528HN Pump","KEEP","MGD-4040CAC","MGD-4040CAC","1899.99","1500.00","400","MPWSR"
"MANATEE GEAR DRIVE 4GPM 4000PSI ON CART W CRX420 COMET RW4040 PUMP","Manatee Gear Drive 4GPM @ 4000PSI on Cart w/ CRX420 & Comet RW4040 Pump","KEEP","MGD-4040CCC","MGD-4040CCC","1849.00","1450.00","400","MPWSR"
"MANATEE GEAR DRIVE 4GPM 4000PSI ON CART W CRX420 GP TSS1511 PUMP","Manatee Gear Drive 4GPM @ 4000PSI on Cart w/ CRX420 & GP TSS1511 Pump","KEEP","MGD-4040CGC","MGD-4040CGC","1929.00","1500.00","400","MPWSR"
"MANATEE GEAR DRIVE 4GPM 4000PSI ON CART W GX390 AR RG1528HN PUMP","Manatee Gear Drive 4GPM @ 4000PSI on Cart w/ GX390 & AR RG1528HN Pump","KEEP","MGD-4040HAC","MGD-4040HAC","2099.00","1715.74","400","MPWSR"
"MANATEE GEAR DRIVE 4GPM 4000PSI ON CART W GX390 COMET RW4040 PUMP","Manatee Gear Drive 4GPM @ 4000PSI on Cart w/ GX390 & Comet RW4040 Pump","KEEP","MGD-4040HCC","MGD-4040HCC","2099.00","1731.68","400","MPWSR"
"MANATEE GEAR DRIVE 4GPM 4000PSI ON CART W GX390 GENERAL PUMP","Manatee Gear Drive 4GPM @ 4000PSI on Cart w/ GX390 & General Pump","KEEP","MGD-4040HGC","MGD-4040HGC","2199.00","1750.00","400","MPWSR"
